Country,Year,GDPWorld
Macedonia,1/01/2009 0:00,0.028
Macedonia,1/01/2010 0:00,0.027
Macedonia,1/01/2011 0:00,0.027
Madagascar,1/01/1990 0:00,0.036
Madagascar,1/01/1991 0:00,0.033
Madagascar,1/01/1992 0:00,0.03
Madagascar,1/01/1993 0:00,0.03
Madagascar,1/01/1994 0:00,0.029
Madagascar,1/01/1995 0:00,0.029
Madagascar,1/01/1996 0:00,0.028
Madagascar,1/01/1997 0:00,0.028
Madagascar,1/01/1998 0:00,0.029
Madagascar,1/01/1999 0:00,0.029
Madagascar,1/01/2000 0:00,0.029
Madagascar,1/01/2001 0:00,0.03
Madagascar,1/01/2002 0:00,0.025
Madagascar,1/01/2003 0:00,0.027
Madagascar,1/01/2004 0:00,0.027
Madagascar,1/01/2005 0:00,0.027
Madagascar,1/01/2006 0:00,0.027
Madagascar,1/01/2007 0:00,0.027
Madagascar,1/01/2008 0:00,0.029
Madagascar,1/01/2009 0:00,0.028
Madagascar,1/01/2010 0:00,0.026
Madagascar,1/01/2011 0:00,0.026
Malawi,1/01/1990 0:00,0.017
Malawi,1/01/1991 0:00,0.018
Malawi,1/01/1992 0:00,0.015
Malawi,1/01/1993 0:00,0.016
Malawi,1/01/1994 0:00,0.014
Malawi,1/01/1995 0:00,0.015
Malawi,1/01/1996 0:00,0.016
Malawi,1/01/1997 0:00,0.017
Malawi,1/01/1998 0:00,0.016
Malawi,1/01/1999 0:00,0.016
Malawi,1/01/2000 0:00,0.016
Malawi,1/01/2001 0:00,0.015
Malawi,1/01/2002 0:00,0.015
Malawi,1/01/2003 0:00,0.015
Malawi,1/01/2004 0:00,0.015
Malawi,1/01/2005 0:00,0.014
Malawi,1/01/2006 0:00,0.014
Malawi,1/01/2007 0:00,0.014
Malawi,1/01/2008 0:00,0.015
Malawi,1/01/2009 0:00,0.017
Malaysia,1/01/1990 0:00,0.37
Malaysia,1/01/1991 0:00,0.397
Malaysia,1/01/1992 0:00,0.394
Malaysia,1/01/1993 0:00,0.424
Malaysia,1/01/1994 0:00,0.448
Malaysia,1/01/1995 0:00,0.475
Malaysia,1/01/1996 0:00,0.504
Malaysia,1/01/1997 0:00,0.519
Malaysia,1/01/1998 0:00,0.469
Malaysia,1/01/1999 0:00,0.481
Malaysia,1/01/2000 0:00,0.499
Malaysia,1/01/2001 0:00,0.49
Malaysia,1/01/2002 0:00,0.503
Malaysia,1/01/2003 0:00,0.513
Malaysia,1/01/2004 0:00,0.52
Malaysia,1/01/2005 0:00,0.544
Malaysia,1/01/2006 0:00,0.546
Malaysia,1/01/2007 0:00,0.552
Malaysia,1/01/2008 0:00,0.564
Malaysia,1/01/2009 0:00,0.559
Malaysia,1/01/2010 0:00,0.572
Malaysia,1/01/2011 0:00,0.58
Maldives,1/01/1990 0:00,0.002
Maldives,1/01/1991 0:00,0.002
Maldives,1/01/1992 0:00,0.002
Maldives,1/01/1993 0:00,0.002
Maldives,1/01/1994 0:00,0.002
Maldives,1/01/1995 0:00,0.002
Maldives,1/01/1996 0:00,0.002
Maldives,1/01/1997 0:00,0.002
Maldives,1/01/1998 0:00,0.002
Maldives,1/01/1999 0:00,0.003
Maldives,1/01/2000 0:00,0.003
Maldives,1/01/2001 0:00,0.003
Maldives,1/01/2002 0:00,0.003
Maldives,1/01/2003 0:00,0.003
Maldives,1/01/2004 0:00,0.003
Maldives,1/01/2005 0:00,0.003
Maldives,1/01/2006 0:00,0.003
Maldives,1/01/2007 0:00,0.003
Maldives,1/01/2008 0:00,0.004
Maldives,1/01/2009 0:00,0.003
Maldives,1/01/2010 0:00,0.004
Maldives,1/01/2011 0:00,0.004
Mali,1/01/1990 0:00,0.018
Mali,1/01/1991 0:00,0.019
Mali,1/01/1992 0:00,0.017
Mali,1/01/1993 0:00,0.017
Mali,1/01/1994 0:00,0.017
Mali,1/01/1995 0:00,0.017
Mali,1/01/1996 0:00,0.018
Mali,1/01/1997 0:00,0.018
Mali,1/01/1998 0:00,0.018
Mali,1/01/1999 0:00,0.019
Mali,1/01/2000 0:00,0.017
Mali,1/01/2001 0:00,0.019
Mali,1/01/2002 0:00,0.019
Mali,1/01/2003 0:00,0.02
Mali,1/01/2004 0:00,0.02
Mali,1/01/2005 0:00,0.021
Mali,1/01/2006 0:00,0.021
Mali,1/01/2007 0:00,0.021
Mali,1/01/2008 0:00,0.021
Mali,1/01/2009 0:00,0.022
Mali,1/01/2010 0:00,0.022
Mali,1/01/2011 0:00,0.022
Malta,1/01/2000 0:00,0.017
Malta,1/01/2001 0:00,0.016
Malta,1/01/2002 0:00,0.016
Malta,1/01/2003 0:00,0.016
Malta,1/01/2004 0:00,0.015
Malta,1/01/2005 0:00,0.015
Malta,1/01/2006 0:00,0.015
Malta,1/01/2007 0:00,0.014
Malta,1/01/2008 0:00,0.015
Malta,1/01/2009 0:00,0.014
Malta,1/01/2010 0:00,0.014
Malta,1/01/2011 0:00,0.014
Marshall Islands,1/01/1997 0:00,0.001
Marshall Islands,1/01/1998 0:00,0.001
Marshall Islands,1/01/1999 0:00,0.001
Marshall Islands,1/01/2000 0:00,0.001
Marshall Islands,1/01/2001 0:00,0.001
Marshall Islands,1/01/2002 0:00,0.001
Marshall Islands,1/01/2003 0:00,0.001
Marshall Islands,1/01/2004 0:00,0.001
Marshall Islands,1/01/2005 0:00,0.001
Marshall Islands,1/01/2006 0:00,0.001
Marshall Islands,1/01/2007 0:00,0.001
Marshall Islands,1/01/2008 0:00,0.001
Marshall Islands,1/01/2009 0:00,0.001
Marshall Islands,1/01/2010 0:00,0.001
Marshall Islands,1/01/2011 0:00,0.001
Mauritania,1/01/1990 0:00,0.01
Mauritania,1/01/1991 0:00,0.009
Mauritania,1/01/1992 0:00,0.009
Mauritania,1/01/1993 0:00,0.009
Mauritania,1/01/1994 0:00,0.009
Mauritania,1/01/1995 0:00,0.009
Mauritania,1/01/1996 0:00,0.009
Mauritania,1/01/1997 0:00,0.008
Mauritania,1/01/1998 0:00,0.009
Mauritania,1/01/1999 0:00,0.009
Mauritania,1/01/2000 0:00,0.009
Mauritania,1/01/2001 0:00,0.009
Mauritania,1/01/2002 0:00,0.008
Mauritania,1/01/2003 0:00,0.009
Mauritania,1/01/2004 0:00,0.009
Mauritania,1/01/2005 0:00,0.009
Mauritania,1/01/2006 0:00,0.009
Mauritania,1/01/2007 0:00,0.009
Mauritania,1/01/2008 0:00,0.009
Mauritania,1/01/2009 0:00,0.009
Mauritius,1/01/1990 0:00,0.019
Mauritius,1/01/1991 0:00,0.02
Mauritius,1/01/1992 0:00,0.02
Mauritius,1/01/1993 0:00,0.021
Mauritius,1/01/1994 0:00,0.022
Mauritius,1/01/1995 0:00,0.022
Mauritius,1/01/1996 0:00,0.021
Mauritius,1/01/1997 0:00,0.021
Mauritius,1/01/1998 0:00,0.022
Mauritius,1/01/1999 0:00,0.022
Mauritius,1/01/2000 0:00,0.023
Mauritius,1/01/2001 0:00,0.023
Mauritius,1/01/2002 0:00,0.023
Mauritius,1/01/2003 0:00,0.023
Mauritius,1/01/2004 0:00,0.023
Mauritius,1/01/2005 0:00,0.023
Mauritius,1/01/2006 0:00,0.022
Mauritius,1/01/2007 0:00,0.023
Mauritius,1/01/2008 0:00,0.023
Mauritius,1/01/2009 0:00,0.024
Mauritius,1/01/2010 0:00,0.024
Mauritius,1/01/2011 0:00,0.024
Mexico,1/01/1990 0:00,2.649
Mexico,1/01/1991 0:00,2.706
Mexico,1/01/1992 0:00,2.552
Mexico,1/01/1993 0:00,2.564
Mexico,1/01/1994 0:00,2.603
Mexico,1/01/1995 0:00,2.366
Mexico,1/01/1996 0:00,2.415
Mexico,1/01/1997 0:00,2.48
Mexico,1/01/1998 0:00,2.532
Mexico,1/01/1999 0:00,2.51
Mexico,1/01/2000 0:00,2.524
Mexico,1/01/2001 0:00,2.454
Mexico,1/01/2002 0:00,2.391
Mexico,1/01/2003 0:00,2.337
Mexico,1/01/2004 0:00,2.337
Mexico,1/01/2005 0:00,2.297
Mexico,1/01/2006 0:00,2.294
Mexico,1/01/2007 0:00,2.249
Mexico,1/01/2008 0:00,2.223
Mexico,1/01/2009 0:00,2.133
Mexico,1/01/2010 0:00,2.134
Mexico,1/01/2011 0:00,2.14
Micronesia,1/01/1995 0:00,0.002
Micronesia,1/01/1996 0:00,0.002
Micronesia,1/01/1997 0:00,0.001
Micronesia,1/01/1998 0:00,0.001
Micronesia,1/01/1999 0:00,0.001
Micronesia,1/01/2000 0:00,0.001
Micronesia,1/01/2001 0:00,0.001
Micronesia,1/01/2002 0:00,0.001
Micronesia,1/01/2003 0:00,0.001
Micronesia,1/01/2004 0:00,0.001
Micronesia,1/01/2005 0:00,0.001
Micronesia,1/01/2006 0:00,0.001
Micronesia,1/01/2007 0:00,0.001
Micronesia,1/01/2008 0:00,0.001
Micronesia,1/01/2009 0:00,0.001
Micronesia,1/01/2010 0:00,0.001
Micronesia,1/01/2011 0:00,0.001
Moldova,1/01/1992 0:00,0.028
Moldova,1/01/1993 0:00,0.027
Moldova,1/01/1994 0:00,0.018
Moldova,1/01/1995 0:00,0.017
Moldova,1/01/1996 0:00,0.016
Moldova,1/01/1997 0:00,0.015
Moldova,1/01/1998 0:00,0.014
Moldova,1/01/1999 0:00,0.013
Moldova,1/01/2000 0:00,0.013
Moldova,1/01/2001 0:00,0.013
Moldova,1/01/2002 0:00,0.014
Moldova,1/01/2003 0:00,0.014
Moldova,1/01/2004 0:00,0.014
Moldova,1/01/2005 0:00,0.015
Moldova,1/01/2006 0:00,0.015
Moldova,1/01/2007 0:00,0.014
Moldova,1/01/2008 0:00,0.015
Moldova,1/01/2009 0:00,0.014
Moldova,1/01/2010 0:00,0.015
Moldova,1/01/2011 0:00,0.015
Mongolia,1/01/1990 0:00,0.017
Mongolia,1/01/1991 0:00,0.015
Mongolia,1/01/1992 0:00,0.012
Mongolia,1/01/1993 0:00,0.012
Mongolia,1/01/1994 0:00,0.012
Mongolia,1/01/1995 0:00,0.012
Mongolia,1/01/1996 0:00,0.012
Mongolia,1/01/1997 0:00,0.012
Mongolia,1/01/1998 0:00,0.012
Mongolia,1/01/1999 0:00,0.012
Mongolia,1/01/2000 0:00,0.011
Mongolia,1/01/2001 0:00,0.011
Mongolia,1/01/2002 0:00,0.012
Mongolia,1/01/2003 0:00,0.012
Mongolia,1/01/2004 0:00,0.012
Mongolia,1/01/2005 0:00,0.013
Mongolia,1/01/2006 0:00,0.013
Mongolia,1/01/2007 0:00,0.014
Mongolia,1/01/2008 0:00,0.015
Mongolia,1/01/2009 0:00,0.014
Mongolia,1/01/2010 0:00,0.015
Mongolia,1/01/2011 0:00,0.017
Montenegro,1/01/2006 0:00,0.009
Montenegro,1/01/2007 0:00,0.009
Montenegro,1/01/2008 0:00,0.01
Montenegro,1/01/2009 0:00,0.009
Montenegro,1/01/2010 0:00,0.009
Montenegro,1/01/2011 0:00,0.009
Morocco,1/01/1990 0:00,0.206
Morocco,1/01/1991 0:00,0.216
Morocco,1/01/1992 0:00,0.189
Morocco,1/01/1993 0:00,0.183
Morocco,1/01/1994 0:00,0.196
Morocco,1/01/1995 0:00,0.177
Morocco,1/01/1996 0:00,0.191
Morocco,1/01/1997 0:00,0.179
Morocco,1/01/1998 0:00,0.188
Morocco,1/01/1999 0:00,0.183
Morocco,1/01/2000 0:00,0.177
Morocco,1/01/2001 0:00,0.187
Morocco,1/01/2002 0:00,0.188
Morocco,1/01/2003 0:00,0.192
Morocco,1/01/2004 0:00,0.191
Morocco,1/01/2005 0:00,0.188
Morocco,1/01/2006 0:00,0.192
Morocco,1/01/2007 0:00,0.188
Morocco,1/01/2008 0:00,0.193
Morocco,1/01/2009 0:00,0.204
Morocco,1/01/2010 0:00,0.201
Morocco,1/01/2011 0:00,0.204
Mozambique,1/01/1990 0:00,0.015
Mozambique,1/01/1991 0:00,0.016
Mozambique,1/01/1992 0:00,0.014
Mozambique,1/01/1993 0:00,0.015
Mozambique,1/01/1994 0:00,0.015
Mozambique,1/01/1995 0:00,0.015
Mozambique,1/01/1996 0:00,0.017
Mozambique,1/01/1997 0:00,0.018
Mozambique,1/01/1998 0:00,0.019
Mozambique,1/01/1999 0:00,0.02
Mozambique,1/01/2000 0:00,0.02
Mozambique,1/01/2001 0:00,0.022
Mozambique,1/01/2002 0:00,0.023
Mozambique,1/01/2003 0:00,0.024
Mozambique,1/01/2004 0:00,0.024
Mozambique,1/01/2005 0:00,0.024
Mozambique,1/01/2006 0:00,0.025
Mozambique,1/01/2007 0:00,0.025
Mozambique,1/01/2008 0:00,0.026
Mozambique,1/01/2009 0:00,0.028
Mozambique,1/01/2010 0:00,0.029
Mozambique,1/01/2011 0:00,0.03
Myanmar,1/01/1998 0:00,0.053
Myanmar,1/01/1999 0:00,0.057
Myanmar,1/01/2000 0:00,0.062
Myanmar,1/01/2001 0:00,0.068
Myanmar,1/01/2002 0:00,0.074
Myanmar,1/01/2003 0:00,0.081
Myanmar,1/01/2004 0:00,0.087
Myanmar,1/01/2005 0:00,0.095
Myanmar,1/01/2006 0:00,0.102
Myanmar,1/01/2007 0:00,0.109
Myanmar,1/01/2008 0:00,0.11
Myanmar,1/01/2009 0:00,0.117
Myanmar,1/01/2010 0:00,0.117
Myanmar,1/01/2011 0:00,0.119
Namibia,1/01/1990 0:00,0.017
Namibia,1/01/1991 0:00,0.018
Namibia,1/01/1992 0:00,0.018
Namibia,1/01/1993 0:00,0.017
Namibia,1/01/1994 0:00,0.018
Namibia,1/01/1995 0:00,0.018
Namibia,1/01/1996 0:00,0.017
Namibia,1/01/1997 0:00,0.017
Namibia,1/01/1998 0:00,0.018
Namibia,1/01/1999 0:00,0.017
Namibia,1/01/2000 0:00,0.017
Namibia,1/01/2001 0:00,0.017
Namibia,1/01/2002 0:00,0.018
Namibia,1/01/2003 0:00,0.018
Namibia,1/01/2004 0:00,0.019
Namibia,1/01/2005 0:00,0.019
Namibia,1/01/2006 0:00,0.019
Namibia,1/01/2007 0:00,0.019
Namibia,1/01/2008 0:00,0.019
Namibia,1/01/2009 0:00,0.019
Nepal,1/01/1990 0:00,0.041
Nepal,1/01/1991 0:00,0.042
Nepal,1/01/1992 0:00,0.04
Nepal,1/01/1993 0:00,0.041
Nepal,1/01/1994 0:00,0.043
Nepal,1/01/1995 0:00,0.043
Nepal,1/01/1996 0:00,0.044
Nepal,1/01/1997 0:00,0.044
Nepal,1/01/1998 0:00,0.044
Nepal,1/01/1999 0:00,0.045
Nepal,1/01/2000 0:00,0.045
Nepal,1/01/2001 0:00,0.047
Nepal,1/01/2002 0:00,0.045
Nepal,1/01/2003 0:00,0.046
Nepal,1/01/2004 0:00,0.045
Nepal,1/01/2005 0:00,0.045
Nepal,1/01/2006 0:00,0.044
Nepal,1/01/2007 0:00,0.044
Nepal,1/01/2008 0:00,0.045
Nepal,1/01/2009 0:00,0.047
Nepal,1/01/2010 0:00,0.047
Nepal,1/01/2011 0:00,0.047
Netherlands,1/01/1990 0:00,1.191
Netherlands,1/01/1991 0:00,1.196
Netherlands,1/01/1992 0:00,1.108
Netherlands,1/01/1993 0:00,1.099
Netherlands,1/01/1994 0:00,1.097
Netherlands,1/01/1995 0:00,1.091
Netherlands,1/01/1996 0:00,1.087
Netherlands,1/01/1997 0:00,1.088
Netherlands,1/01/1998 0:00,1.103
Netherlands,1/01/1999 0:00,1.115
Netherlands,1/01/2000 0:00,1.107
Netherlands,1/01/2001 0:00,1.103
Netherlands,1/01/2002 0:00,1.074
Netherlands,1/01/2003 0:00,1.039
Netherlands,1/01/2004 0:00,1.009
Netherlands,1/01/2005 0:00,0.991
Netherlands,1/01/2006 0:00,0.975
Netherlands,1/01/2007 0:00,0.963
Netherlands,1/01/2008 0:00,0.956
Netherlands,1/01/2009 0:00,0.927
Netherlands,1/01/2010 0:00,0.896
Netherlands,1/01/2011 0:00,0.872
New Zealand,1/01/1990 0:00,0.196
New Zealand,1/01/1991 0:00,0.19
New Zealand,1/01/1992 0:00,0.174
New Zealand,1/01/1993 0:00,0.18
New Zealand,1/01/1994 0:00,0.184
New Zealand,1/01/1995 0:00,0.185
New Zealand,1/01/1996 0:00,0.186
New Zealand,1/01/1997 0:00,0.183
New Zealand,1/01/1998 0:00,0.178
New Zealand,1/01/1999 0:00,0.18
New Zealand,1/01/2000 0:00,0.179
New Zealand,1/01/2001 0:00,0.18
New Zealand,1/01/2002 0:00,0.183
New Zealand,1/01/2003 0:00,0.184
New Zealand,1/01/2004 0:00,0.184
New Zealand,1/01/2005 0:00,0.18
New Zealand,1/01/2006 0:00,0.176
New Zealand,1/01/2007 0:00,0.173
New Zealand,1/01/2008 0:00,0.167
New Zealand,1/01/2009 0:00,0.166
New Zealand,1/01/2010 0:00,0.161
New Zealand,1/01/2011 0:00,0.159
Nicaragua,1/01/1990 0:00,0.034
Nicaragua,1/01/1991 0:00,0.033
Nicaragua,1/01/1992 0:00,0.03
Nicaragua,1/01/1993 0:00,0.03
Nicaragua,1/01/1994 0:00,0.03
Nicaragua,1/01/1995 0:00,0.031
Nicaragua,1/01/1996 0:00,0.031
Nicaragua,1/01/1997 0:00,0.031
Nicaragua,1/01/1998 0:00,0.032
Nicaragua,1/01/1999 0:00,0.033
Nicaragua,1/01/2000 0:00,0.033
Nicaragua,1/01/2001 0:00,0.033
Nicaragua,1/01/2002 0:00,0.032
Nicaragua,1/01/2003 0:00,0.032
Nicaragua,1/01/2004 0:00,0.032
Nicaragua,1/01/2005 0:00,0.031
Nicaragua,1/01/2006 0:00,0.031
Nicaragua,1/01/2007 0:00,0.031
Nicaragua,1/01/2008 0:00,0.031
Nicaragua,1/01/2009 0:00,0.031
Nicaragua,1/01/2010 0:00,0.031
Nicaragua,1/01/2011 0:00,0.031
Niger,1/01/1990 0:00,0.016
Niger,1/01/1991 0:00,0.016
Niger,1/01/1992 0:00,0.014
Niger,1/01/1993 0:00,0.014
Niger,1/01/1994 0:00,0.014
Niger,1/01/1995 0:00,0.013
Niger,1/01/1996 0:00,0.013
Niger,1/01/1997 0:00,0.012
Niger,1/01/1998 0:00,0.014
Niger,1/01/1999 0:00,0.013
Niger,1/01/2000 0:00,0.012
Niger,1/01/2001 0:00,0.013
Niger,1/01/2002 0:00,0.013
Niger,1/01/2003 0:00,0.014
Niger,1/01/2004 0:00,0.013
Niger,1/01/2005 0:00,0.014
Niger,1/01/2006 0:00,0.014
Niger,1/01/2007 0:00,0.013
Niger,1/01/2008 0:00,0.014
Niger,1/01/2009 0:00,0.014
Niger,1/01/2010 0:00,0.015
Nigeria,1/01/1990 0:00,0.384
Nigeria,1/01/1991 0:00,0.374
Nigeria,1/01/1992 0:00,0.342
Nigeria,1/01/1993 0:00,0.342
Nigeria,1/01/1994 0:00,0.334
Nigeria,1/01/1995 0:00,0.322
Nigeria,1/01/1996 0:00,0.325
Nigeria,1/01/1997 0:00,0.321
Nigeria,1/01/1998 0:00,0.322
Nigeria,1/01/1999 0:00,0.312
Nigeria,1/01/2000 0:00,0.314
Nigeria,1/01/2001 0:00,0.332
Nigeria,1/01/2002 0:00,0.392
Nigeria,1/01/2003 0:00,0.416
Nigeria,1/01/2004 0:00,0.44
Nigeria,1/01/2005 0:00,0.424
Nigeria,1/01/2006 0:00,0.429
Nigeria,1/01/2007 0:00,0.436
Nigeria,1/01/2008 0:00,0.45
Nigeria,1/01/2009 0:00,0.485
Nigeria,1/01/2010 0:00,0.498
Nigeria,1/01/2011 0:00,0.516
Norway,1/01/1990 0:00,0.42
Norway,1/01/1991 0:00,0.424
Norway,1/01/1992 0:00,0.4
Norway,1/01/1993 0:00,0.403
Norway,1/01/1994 0:00,0.41
Norway,1/01/1995 0:00,0.412
Norway,1/01/1996 0:00,0.418
Norway,1/01/1997 0:00,0.423
Norway,1/01/1998 0:00,0.423
Norway,1/01/1999 0:00,0.417
Norway,1/01/2000 0:00,0.411
Norway,1/01/2001 0:00,0.41
Norway,1/01/2002 0:00,0.405
Norway,1/01/2003 0:00,0.394
Norway,1/01/2004 0:00,0.391
Norway,1/01/2005 0:00,0.384
Norway,1/01/2006 0:00,0.374
Norway,1/01/2007 0:00,0.365
Norway,1/01/2008 0:00,0.356
Norway,1/01/2009 0:00,0.353
Norway,1/01/2010 0:00,0.338
Norway,1/01/2011 0:00,0.33
Oman,1/01/1990 0:00,0.082
Oman,1/01/1991 0:00,0.086
Oman,1/01/1992 0:00,0.085
Oman,1/01/1993 0:00,0.088
Oman,1/01/1994 0:00,0.088
Oman,1/01/1995 0:00,0.089
Oman,1/01/1996 0:00,0.089
Oman,1/01/1997 0:00,0.09
Oman,1/01/1998 0:00,0.091
Oman,1/01/1999 0:00,0.087
Oman,1/01/2000 0:00,0.087
Oman,1/01/2001 0:00,0.09
Oman,1/01/2002 0:00,0.089
Oman,1/01/2003 0:00,0.086
Oman,1/01/2004 0:00,0.087
Oman,1/01/2005 0:00,0.089
Oman,1/01/2006 0:00,0.089
Oman,1/01/2007 0:00,0.09
Oman,1/01/2008 0:00,0.1
Oman,1/01/2009 0:00,0.104
Oman,1/01/2010 0:00,0.104
Oman,1/01/2011 0:00,0.105
Pakistan,1/01/1990 0:00,0.588
Pakistan,1/01/1991 0:00,0.607
Pakistan,1/01/1992 0:00,0.595
Pakistan,1/01/1993 0:00,0.595
Pakistan,1/01/1994 0:00,0.602
Pakistan,1/01/1995 0:00,0.61
Pakistan,1/01/1996 0:00,0.627
Pakistan,1/01/1997 0:00,0.612
Pakistan,1/01/1998 0:00,0.618
Pakistan,1/01/1999 0:00,0.621
Pakistan,1/01/2000 0:00,0.616
Pakistan,1/01/2001 0:00,0.615
Pakistan,1/01/2002 0:00,0.617
Pakistan,1/01/2003 0:00,0.623
Pakistan,1/01/2004 0:00,0.629
Pakistan,1/01/2005 0:00,0.636
Pakistan,1/01/2006 0:00,0.64
Pakistan,1/01/2007 0:00,0.642
Pakistan,1/01/2008 0:00,0.657
Pakistan,1/01/2009 0:00,0.664
Pakistan,1/01/2010 0:00,0.649
Pakistan,1/01/2011 0:00,0.649
Palau,1/01/2000 0:00,0.001
Palau,1/01/2001 0:00,0.001
Palau,1/01/2002 0:00,0.001
Palau,1/01/2003 0:00,0.001
Palau,1/01/2004 0:00,0.001
Palau,1/01/2005 0:00,0.001
Palau,1/01/2006 0:00,0.001
Palau,1/01/2007 0:00,0.001
Palau,1/01/2008 0:00,0.001
Panama,1/01/1990 0:00,0.039
Panama,1/01/1991 0:00,0.042
Panama,1/01/1992 0:00,0.041
Panama,1/01/1993 0:00,0.043
Panama,1/01/1994 0:00,0.043
Panama,1/01/1995 0:00,0.042
Panama,1/01/1996 0:00,0.043
Panama,1/01/1997 0:00,0.045
Panama,1/01/1998 0:00,0.046
Panama,1/01/1999 0:00,0.047
Panama,1/01/2000 0:00,0.046
Panama,1/01/2001 0:00,0.045
Panama,1/01/2002 0:00,0.045
Panama,1/01/2003 0:00,0.045
Panama,1/01/2004 0:00,0.046
Panama,1/01/2005 0:00,0.047
Panama,1/01/2006 0:00,0.048
Panama,1/01/2007 0:00,0.051
Panama,1/01/2008 0:00,0.055
Panama,1/01/2009 0:00,0.058
Panama,1/01/2010 0:00,0.059
Panama,1/01/2011 0:00,0.063
Papua New Guinea,1/01/1990 0:00,0.019
Papua New Guinea,1/01/1991 0:00,0.02
Papua New Guinea,1/01/1992 0:00,0.021
Papua New Guinea,1/01/1993 0:00,0.024
Papua New Guinea,1/01/1994 0:00,0.025
Papua New Guinea,1/01/1995 0:00,0.023
Papua New Guinea,1/01/1996 0:00,0.024
Papua New Guinea,1/01/1997 0:00,0.022
Papua New Guinea,1/01/1998 0:00,0.022
Papua New Guinea,1/01/1999 0:00,0.022
Papua New Guinea,1/01/2000 0:00,0.02
Papua New Guinea,1/01/2001 0:00,0.02
Papua New Guinea,1/01/2002 0:00,0.02
Papua New Guinea,1/01/2003 0:00,0.02
Papua New Guinea,1/01/2004 0:00,0.019
Papua New Guinea,1/01/2005 0:00,0.018
Papua New Guinea,1/01/2006 0:00,0.017
Papua New Guinea,1/01/2007 0:00,0.018
Papua New Guinea,1/01/2008 0:00,0.018
Papua New Guinea,1/01/2009 0:00,0.02
Papua New Guinea,1/01/2010 0:00,0.02
Papua New Guinea,1/01/2011 0:00,0.021
Paraguay,1/01/1990 0:00,0.059
Paraguay,1/01/1991 0:00,0.059
Paraguay,1/01/1992 0:00,0.055
Paraguay,1/01/1993 0:00,0.056
Paraguay,1/01/1994 0:00,0.058
Paraguay,1/01/1995 0:00,0.059
Paraguay,1/01/1996 0:00,0.058
Paraguay,1/01/1997 0:00,0.058
Paraguay,1/01/1998 0:00,0.057
Paraguay,1/01/1999 0:00,0.054
Paraguay,1/01/2000 0:00,0.05
Paraguay,1/01/2001 0:00,0.049
Paraguay,1/01/2002 0:00,0.048
Paraguay,1/01/2003 0:00,0.048
Paraguay,1/01/2004 0:00,0.046
Paraguay,1/01/2005 0:00,0.047
Paraguay,1/01/2006 0:00,0.047
Paraguay,1/01/2007 0:00,0.047
Paraguay,1/01/2008 0:00,0.048
Paraguay,1/01/2009 0:00,0.047
Paraguay,1/01/2010 0:00,0.05
Paraguay,1/01/2011 0:00,0.051
Peru,1/01/1990 0:00,0.297
Peru,1/01/1991 0:00,0.298
Peru,1/01/1992 0:00,0.27
Peru,1/01/1993 0:00,0.277
Peru,1/01/1994 0:00,0.303
Peru,1/01/1995 0:00,0.317
Peru,1/01/1996 0:00,0.314
Peru,1/01/1997 0:00,0.322
Peru,1/01/1998 0:00,0.312
Peru,1/01/1999 0:00,0.304
Peru,1/01/2000 0:00,0.298
Peru,1/01/2001 0:00,0.293
Peru,1/01/2002 0:00,0.299
Peru,1/01/2003 0:00,0.3
Peru,1/01/2004 0:00,0.301
Peru,1/01/2005 0:00,0.306
Peru,1/01/2006 0:00,0.313
Peru,1/01/2007 0:00,0.324
Peru,1/01/2008 0:00,0.347
Peru,1/01/2009 0:00,0.352
Peru,1/01/2010 0:00,0.365
Peru,1/01/2011 0:00,0.376
Philippines,1/01/1990 0:00,0.485
Philippines,1/01/1991 0:00,0.473
Philippines,1/01/1992 0:00,0.432
Philippines,1/01/1993 0:00,0.433
Philippines,1/01/1994 0:00,0.438
Philippines,1/01/1995 0:00,0.442
Philippines,1/01/1996 0:00,0.451
Philippines,1/01/1997 0:00,0.455
Philippines,1/01/1998 0:00,0.441
Philippines,1/01/1999 0:00,0.439
Philippines,1/01/2000 0:00,0.438
Philippines,1/01/2001 0:00,0.441
Philippines,1/01/2002 0:00,0.445
Philippines,1/01/2003 0:00,0.45
Philippines,1/01/2004 0:00,0.454
Philippines,1/01/2005 0:00,0.453
Philippines,1/01/2006 0:00,0.453
Philippines,1/01/2007 0:00,0.459
Philippines,1/01/2008 0:00,0.466
Philippines,1/01/2009 0:00,0.475
Philippines,1/01/2010 0:00,0.486
Philippines,1/01/2011 0:00,0.486
Poland,1/01/1990 0:00,0.941
Poland,1/01/1991 0:00,0.858
Poland,1/01/1992 0:00,0.797
Poland,1/01/1993 0:00,0.814
Poland,1/01/1994 0:00,0.831
Poland,1/01/1995 0:00,0.855
Poland,1/01/1996 0:00,0.876
Poland,1/01/1997 0:00,0.9
Poland,1/01/1998 0:00,0.922
Poland,1/01/1999 0:00,0.93
Poland,1/01/2000 0:00,0.926
Poland,1/01/2001 0:00,0.917
Poland,1/01/2002 0:00,0.905
Poland,1/01/2003 0:00,0.906
Poland,1/01/2004 0:00,0.907
Poland,1/01/2005 0:00,0.898
Poland,1/01/2006 0:00,0.908
Poland,1/01/2007 0:00,0.921
Poland,1/01/2008 0:00,0.944
Poland,1/01/2009 0:00,0.966
Poland,1/01/2010 0:00,0.955
Poland,1/01/2011 0:00,0.963
Portugal,1/01/1990 0:00,0.476
Portugal,1/01/1991 0:00,0.482
