Coutry,Year,CentralGoveDebtGDP
Australia,1/01/1990 0:00,12.2461557
Australia,1/01/1991 0:00,11.93351231
Australia,1/01/1992 0:00,14.15705332
Australia,1/01/1993 0:00,17.88439729
Australia,1/01/1994 0:00,20.18859293
Australia,1/01/1999 0:00,31.14440586
Australia,1/01/2000 0:00,29.60976385
Australia,1/01/2001 0:00,27.44969405
Australia,1/01/2002 0:00,25.30356209
Australia,1/01/2003 0:00,24.65218871
Australia,1/01/2004 0:00,22.60573406
Australia,1/01/2005 0:00,22.55231177
Australia,1/01/2006 0:00,21.65483319
Australia,1/01/2007 0:00,20.27246427
Australia,1/01/2008 0:00,18.28626377
Australia,1/01/2009 0:00,24.00189297
Australia,1/01/2010 0:00,29.2400245
Australia,1/01/2011 0:00,30.513578
Australia,1/01/2012 0:00,40.40963051
Australia,1/01/2013 0:00,38.33918379
Fiji,1/01/1991 0:00,36.84182174
Fiji,1/01/1992 0:00,33.68674803
Fiji,1/01/1993 0:00,36.55284553
Fiji,1/01/1994 0:00,36.63785361
"Hong Kong SAR, China",1/01/2002 0:00,27.23547751
"Hong Kong SAR, China",1/01/2003 0:00,29.25710654
"Hong Kong SAR, China",1/01/2004 0:00,30.80977368
"Hong Kong SAR, China",1/01/2005 0:00,31.57687957
"Hong Kong SAR, China",1/01/2006 0:00,31.28125121
"Hong Kong SAR, China",1/01/2007 0:00,30.11159727
"Hong Kong SAR, China",1/01/2008 0:00,29.89035854
"Hong Kong SAR, China",1/01/2009 0:00,33.22197616
Indonesia,1/01/1990 0:00,42.42925462
Indonesia,1/01/1991 0:00,36.64740195
Indonesia,1/01/1992 0:00,39.3048876
Indonesia,1/01/1993 0:00,37.4975614
Indonesia,1/01/1994 0:00,36.57058927
Indonesia,1/01/1995 0:00,30.80432429
Indonesia,1/01/1996 0:00,23.92314255
Indonesia,1/01/1997 0:00,72.48536732
Indonesia,1/01/1998 0:00,55.20408753
Indonesia,1/01/1999 0:00,45.20796667
Indonesia,1/01/2002 0:00,32.22412653
Indonesia,1/01/2003 0:00,29.71739684
Indonesia,1/01/2010 0:00,26.16613305
Indonesia,1/01/2011 0:00,24.86518679
Indonesia,1/01/2012 0:00,25.03435411
Japan,1/01/2010 0:00,174.7508833
Japan,1/01/2011 0:00,189.5273777
Japan,1/01/2012 0:00,195.5631786
Japan,1/01/2013 0:00,201.1292822
"Korea, Rep.",1/01/1990 0:00,7.406481204
"Korea, Rep.",1/01/1991 0:00,10.1912025
"Korea, Rep.",1/01/1992 0:00,9.977212517
"Korea, Rep.",1/01/1993 0:00,9.216920891
"Korea, Rep.",1/01/1994 0:00,8.266541562
"Korea, Rep.",1/01/1995 0:00,7.310484775
"Korea, Rep.",1/01/1996 0:00,6.939824979
"Korea, Rep.",1/01/1997 0:00,8.823408054
Mongolia,1/01/1992 0:00,20.62167338
Mongolia,1/01/1993 0:00,41.4415301
Mongolia,1/01/1994 0:00,51.43452984
Mongolia,1/01/1995 0:00,37.07128268
Mongolia,1/01/1996 0:00,49.47963203
Mongolia,1/01/1997 0:00,54.62757869
Mongolia,1/01/1998 0:00,71.57533405
Mongolia,1/01/1999 0:00,83.9144977
Mongolia,1/01/2000 0:00,78.41832771
Mongolia,1/01/2001 0:00,69.09979809
Mongolia,1/01/2003 0:00,95.72553134
Mongolia,1/01/2006 0:00,50.49447762
Mongolia,1/01/2007 0:00,43.51401239
Mongolia,1/01/2009 0:00,59.50711514
Malaysia,1/01/1990 0:00,79.53661793
Malaysia,1/01/1991 0:00,73.31986412
Malaysia,1/01/1992 0:00,64.37772513
Malaysia,1/01/1993 0:00,55.69215938
Malaysia,1/01/1994 0:00,47.6199734
Malaysia,1/01/1995 0:00,41.06988745
Malaysia,1/01/2002 0:00,43.04745154
Malaysia,1/01/2003 0:00,45.0766413
Malaysia,1/01/2004 0:00,45.69654192
Malaysia,1/01/2005 0:00,42.06755976
Malaysia,1/01/2006 0:00,40.58846415
Malaysia,1/01/2007 0:00,40.08812577
Malaysia,1/01/2008 0:00,39.79975453
Malaysia,1/01/2009 0:00,50.83575538
Malaysia,1/01/2010 0:00,49.55976273
Malaysia,1/01/2011 0:00,50.02868164
Malaysia,1/01/2012 0:00,51.64648479
New Zealand,1/01/2002 0:00,32.73512789
New Zealand,1/01/2003 0:00,48.1851978
New Zealand,1/01/2004 0:00,43.79705024
New Zealand,1/01/2005 0:00,44.03886994
New Zealand,1/01/2006 0:00,42.99157034
New Zealand,1/01/2007 0:00,37.08692397
New Zealand,1/01/2008 0:00,36.42330922
New Zealand,1/01/2009 0:00,47.52996741
New Zealand,1/01/2010 0:00,49.64373198
New Zealand,1/01/2011 0:00,63.44802944
New Zealand,1/01/2012 0:00,67.93928495
New Zealand,1/01/2013 0:00,60.19057294
Philippines,1/01/1990 0:00,51.30170984
Philippines,1/01/1991 0:00,49.69811965
Philippines,1/01/1992 0:00,52.77313088
Philippines,1/01/1993 0:00,67.13128969
Philippines,1/01/1994 0:00,56.41650108
Philippines,1/01/1995 0:00,61.06374193
Philippines,1/01/1996 0:00,53.18961731
Philippines,1/01/1997 0:00,55.65377133
Philippines,1/01/1998 0:00,60.12526816
Philippines,1/01/1999 0:00,54.51869396
Philippines,1/01/2000 0:00,49.5810595
Philippines,1/01/2001 0:00,55.71665441
Philippines,1/01/2002 0:00,62.76996947
Philippines,1/01/2003 0:00,67.74914485
Philippines,1/01/2004 0:00,73.94496555
Philippines,1/01/2012 0:00,51.48241815
Papua New Guinea,1/01/1990 0:00,48.95325401
Papua New Guinea,1/01/1991 0:00,46.6108276
Papua New Guinea,1/01/1992 0:00,44.86431447
Papua New Guinea,1/01/1993 0:00,44.32619013
Papua New Guinea,1/01/1994 0:00,53.54501564
Papua New Guinea,1/01/1995 0:00,53.66200139
Papua New Guinea,1/01/1996 0:00,55.6433691
Papua New Guinea,1/01/1997 0:00,62.40465563
Papua New Guinea,1/01/1998 0:00,66.35014609
Papua New Guinea,1/01/1999 0:00,63.53730092
Papua New Guinea,1/01/2000 0:00,57.74153126
Papua New Guinea,1/01/2001 0:00,68.26755673
Papua New Guinea,1/01/2002 0:00,69.73446013
Singapore,1/01/1990 0:00,77.83874861
Singapore,1/01/1991 0:00,78.96294542
Singapore,1/01/1992 0:00,81.84170013
Singapore,1/01/1993 0:00,72.83025222
Singapore,1/01/1994 0:00,70.1990093
Singapore,1/01/1995 0:00,72.71505668
Singapore,1/01/1996 0:00,72.65394584
Singapore,1/01/1997 0:00,71.33237182
Singapore,1/01/1998 0:00,82.61904081
Singapore,1/01/1999 0:00,87.86194042
Singapore,1/01/2000 0:00,84.05273769
Singapore,1/01/2001 0:00,94.47154258
Singapore,1/01/2002 0:00,107.0224789
Singapore,1/01/2003 0:00,109.3110006
Singapore,1/01/2004 0:00,102.5339181
Singapore,1/01/2005 0:00,95.25731584
Singapore,1/01/2006 0:00,83.3044478
Singapore,1/01/2007 0:00,77.68853654
Singapore,1/01/2008 0:00,97.10515905
Singapore,1/01/2009 0:00,107.3365778
Singapore,1/01/2010 0:00,102.903421
Singapore,1/01/2011 0:00,106.3022317
Singapore,1/01/2012 0:00,109.7440059
Thailand,1/01/1990 0:00,18.4477535
Thailand,1/01/1991 0:00,13.36556717
Thailand,1/01/1992 0:00,10.87899502
Thailand,1/01/1993 0:00,8.186210895
Thailand,1/01/1994 0:00,5.693219827
Thailand,1/01/1995 0:00,4.610100317
Thailand,1/01/1996 0:00,3.67349681
Thailand,1/01/1997 0:00,4.641531175
Thailand,1/01/1998 0:00,10.66984408
Thailand,1/01/1999 0:00,20.00580042
Thailand,1/01/2000 0:00,21.96457424
Thailand,1/01/2001 0:00,24.57827965
Thailand,1/01/2002 0:00,30.07035684
Thailand,1/01/2003 0:00,27.04602318
Thailand,1/01/2004 0:00,24.39643775
Thailand,1/01/2005 0:00,25.45813418
Thailand,1/01/2006 0:00,24.38062726
Thailand,1/01/2007 0:00,22.9934521
Thailand,1/01/2008 0:00,22.45021048
Thailand,1/01/2009 0:00,26.7920961
Thailand,1/01/2010 0:00,26.91514714
Thailand,1/01/2011 0:00,28.14796105
Thailand,1/01/2012 0:00,28.45090013
Thailand,1/01/2013 0:00,29.23096834
Vanuatu,1/01/1990 0:00,24.9665624
Vanuatu,1/01/1995 0:00,25.77889639
Vanuatu,1/01/1996 0:00,23.81439159
Vanuatu,1/01/1997 0:00,24.89376054
Vanuatu,1/01/1998 0:00,28.4022961
Vanuatu,1/01/1999 0:00,27.30400093
Albania,1/01/1995 0:00,35.28888344
Albania,1/01/1996 0:00,36.17787161
Albania,1/01/1997 0:00,50.8261396
Albania,1/01/1998 0:00,52.25779226
Austria,1/01/2010 0:00,79.40830371
Austria,1/01/2011 0:00,80.14872034
Austria,1/01/2012 0:00,85.38330569
Austria,1/01/2013 0:00,83.41100192
Azerbaijan,1/01/2008 0:00,4.576537975
Azerbaijan,1/01/2009 0:00,6.295012401
Azerbaijan,1/01/2010 0:00,6.385575792
Belgium,1/01/2010 0:00,92.31364265
Belgium,1/01/2011 0:00,94.91447928
Belgium,1/01/2012 0:00,103.8139207
Belgium,1/01/2013 0:00,101.5452116
Bulgaria,1/01/2009 0:00,12.96336221
Bulgaria,1/01/2010 0:00,14.27699525
Bulgaria,1/01/2011 0:00,14.52212183
Bulgaria,1/01/2012 0:00,17.20211519
Bosnia and Herzegovina,1/01/2011 0:00,43.13173917
Bosnia and Herzegovina,1/01/2012 0:00,47.78280425
Bosnia and Herzegovina,1/01/2013 0:00,46.0035936
Belarus,1/01/1992 0:00,25.63547864
Belarus,1/01/1993 0:00,5.186132424
Belarus,1/01/1994 0:00,75.95485916
Belarus,1/01/1995 0:00,16.88011624
Belarus,1/01/1996 0:00,11.52011685
Belarus,1/01/1997 0:00,12.17146575
Belarus,1/01/1998 0:00,20.18053977
Belarus,1/01/1999 0:00,15.10311895
Belarus,1/01/2000 0:00,15.01445182
Belarus,1/01/2001 0:00,11.44061677
Belarus,1/01/2002 0:00,12.33668601
Belarus,1/01/2005 0:00,6.570220588
Belarus,1/01/2006 0:00,6.644401832
Belarus,1/01/2007 0:00,8.909260816
Belarus,1/01/2008 0:00,10.65663437
Belarus,1/01/2009 0:00,19.18518401
Belarus,1/01/2010 0:00,19.59371506
Belarus,1/01/2011 0:00,40.75485188
Belarus,1/01/2012 0:00,25.22436458
Switzerland,1/01/1991 0:00,11.75771395
Switzerland,1/01/1992 0:00,14.50317728
Switzerland,1/01/1993 0:00,17.81870845
Switzerland,1/01/1994 0:00,18.96403433
Switzerland,1/01/1995 0:00,20.32810996
Switzerland,1/01/1996 0:00,21.70248779
Switzerland,1/01/1997 0:00,23.33222017
Switzerland,1/01/1998 0:00,25.63260796
Switzerland,1/01/1999 0:00,23.48162352
Switzerland,1/01/2000 0:00,23.56428895
Switzerland,1/01/2001 0:00,22.71583076
Switzerland,1/01/2002 0:00,32.78693782
Switzerland,1/01/2003 0:00,31.96438019
Switzerland,1/01/2004 0:00,36.26743077
Switzerland,1/01/2005 0:00,38.25801573
Switzerland,1/01/2006 0:00,33.70706407
Switzerland,1/01/2007 0:00,28.60271439
Switzerland,1/01/2008 0:00,26.20416368
Switzerland,1/01/2009 0:00,24.41534244
Switzerland,1/01/2010 0:00,23.72830694
Switzerland,1/01/2011 0:00,24.1914956
Cyprus,1/01/1990 0:00,86.61874249
Cyprus,1/01/1991 0:00,96.38423397
Cyprus,1/01/1992 0:00,95.83398675
Cyprus,1/01/1993 0:00,100.33044
Cyprus,1/01/1994 0:00,91.66831452
Cyprus,1/01/2010 0:00,93.83862091
Cyprus,1/01/2011 0:00,104.1998816
Cyprus,1/01/2012 0:00,119.5609113
Cyprus,1/01/2013 0:00,145.8487086
Czech Republic,1/01/1993 0:00,16.00324841
Czech Republic,1/01/1994 0:00,14.24081847
Czech Republic,1/01/1995 0:00,12.33435541
Czech Republic,1/01/1996 0:00,10.22402906
Czech Republic,1/01/1997 0:00,9.798081309
Czech Republic,1/01/1998 0:00,9.793954691
Czech Republic,1/01/1999 0:00,10.90859518
Czech Republic,1/01/2000 0:00,12.64537665
Czech Republic,1/01/2001 0:00,14.21204138
Czech Republic,1/01/2002 0:00,14.80785782
Czech Republic,1/01/2003 0:00,17.5304329
Czech Republic,1/01/2004 0:00,19.26339096
Czech Republic,1/01/2005 0:00,21.07369247
Czech Republic,1/01/2006 0:00,22.66342489
Czech Republic,1/01/2007 0:00,23.12473528
Czech Republic,1/01/2008 0:00,24.41605281
Czech Republic,1/01/2009 0:00,29.58988247
Czech Republic,1/01/2010 0:00,33.556452
Czech Republic,1/01/2011 0:00,36.36024581
Czech Republic,1/01/2012 0:00,40.82348997
Germany,1/01/1990 0:00,21.01008282
Germany,1/01/2010 0:00,53.84797253
Germany,1/01/2011 0:00,53.38423747
Germany,1/01/2012 0:00,55.22785187
Germany,1/01/2013 0:00,52.33371856
Denmark,1/01/1991 0:00,62.25152518
Denmark,1/01/1992 0:00,66.72561389
Denmark,1/01/1993 0:00,78.3665164
Denmark,1/01/1994 0:00,75.26999628
Denmark,1/01/2010 0:00,43.03151977
Denmark,1/01/2011 0:00,49.91518509
Denmark,1/01/2012 0:00,49.37113606
Denmark,1/01/2013 0:00,46.56866305
Spain,1/01/1990 0:00,35.22800391
Spain,1/01/1991 0:00,35.26088907
Spain,1/01/1992 0:00,37.08486141
Spain,1/01/1993 0:00,46.82600546
Spain,1/01/1994 0:00,48.23565051
Spain,1/01/1995 0:00,55.39854156
Spain,1/01/1996 0:00,61.0846091
Spain,1/01/1997 0:00,60.67688301
Spain,1/01/1998 0:00,61.04158256
Spain,1/01/1999 0:00,55.94599696
Spain,1/01/2000 0:00,53.43876427
Spain,1/01/2001 0:00,49.17558546
Spain,1/01/2002 0:00,47.54286558
Spain,1/01/2003 0:00,42.84890959
Spain,1/01/2004 0:00,40.94657585
Spain,1/01/2005 0:00,37.95851267
Spain,1/01/2006 0:00,33.72467798
Spain,1/01/2007 0:00,29.72121726
Spain,1/01/2008 0:00,33.86800212
Spain,1/01/2009 0:00,46.08056765
Spain,1/01/2010 0:00,53.61449071
Spain,1/01/2011 0:00,61.83202185
Spain,1/01/2012 0:00,83.45094621
Spain,1/01/2013 0:00,96.47233457
Estonia,1/01/1995 0:00,0.628433348
Estonia,1/01/1996 0:00,0.565510767
Estonia,1/01/1997 0:00,0.536487184
Estonia,1/01/1998 0:00,0.263660454
Estonia,1/01/1999 0:00,0.350529613
Estonia,1/01/2010 0:00,0.519205856
Estonia,1/01/2011 0:00,0.387819032
Estonia,1/01/2012 0:00,0.625414512
Estonia,1/01/2013 0:00,0.629979215
Finland,1/01/1990 0:00,10.4697491
Finland,1/01/1991 0:00,17.00310657
Finland,1/01/1992 0:00,34.07880737
Finland,1/01/1993 0:00,51.60067218
Finland,1/01/1994 0:00,58.23521664
Finland,1/01/2010 0:00,46.81079637
Finland,1/01/2011 0:00,47.89123732
Finland,1/01/2012 0:00,52.46530159
Finland,1/01/2013 0:00,53.68816679
France,1/01/2010 0:00,76.27848351
France,1/01/2011 0:00,79.48345153
France,1/01/2012 0:00,88.92396435
France,1/01/2013 0:00,88.52456693
United Kingdom,1/01/1990 0:00,30.20336976
United Kingdom,1/01/1991 0:00,29.19489701
United Kingdom,1/01/1992 0:00,30.39975065
United Kingdom,1/01/1993 0:00,35.31354894
United Kingdom,1/01/1994 0:00,40.48009045
United Kingdom,1/01/1995 0:00,47.61419458
United Kingdom,1/01/1996 0:00,47.26076664
United Kingdom,1/01/1997 0:00,48.11610173
United Kingdom,1/01/1998 0:00,49.39085503
United Kingdom,1/01/1999 0:00,45.50966767
United Kingdom,1/01/2000 0:00,45.19613253
United Kingdom,1/01/2001 0:00,40.70977149
United Kingdom,1/01/2002 0:00,41.01164378
United Kingdom,1/01/2003 0:00,41.06795846
United Kingdom,1/01/2004 0:00,44.36753056
United Kingdom,1/01/2005 0:00,46.31469017
United Kingdom,1/01/2006 0:00,45.80533662
United Kingdom,1/01/2007 0:00,46.71701051
United Kingdom,1/01/2008 0:00,57.38258269
United Kingdom,1/01/2009 0:00,71.42362131
United Kingdom,1/01/2010 0:00,84.19476609
United Kingdom,1/01/2011 0:00,97.50660706
United Kingdom,1/01/2012 0:00,101.9509216
United Kingdom,1/01/2013 0:00,98.26398355
Georgia,1/01/1997 0:00,43.40574789
Georgia,1/01/1998 0:00,56.9044516
Georgia,1/01/1999 0:00,71.93718047
Georgia,1/01/2000 0:00,69.93811361
Georgia,1/01/2001 0:00,66.6691829
Georgia,1/01/2002 0:00,64.95819623
Georgia,1/01/2003 0:00,53.80604937
Georgia,1/01/2004 0:00,43.83622081
Georgia,1/01/2005 0:00,40.92349573
Georgia,1/01/2006 0:00,27.9581003
Georgia,1/01/2007 0:00,22.68712595
Georgia,1/01/2008 0:00,27.01777146
Georgia,1/01/2009 0:00,34.61136439
Georgia,1/01/2010 0:00,36.79972027
Georgia,1/01/2011 0:00,32.45976154
Georgia,1/01/2012 0:00,32.53069811
Greece,1/01/2010 0:00,132.4187425
Greece,1/01/2011 0:00,111.1130028
Greece,1/01/2012 0:00,165.4777894
Greece,1/01/2013 0:00,181.9295642
Hungary,1/01/1991 0:00,71.57706115
Hungary,1/01/1992 0:00,75.84600124
Hungary,1/01/1993 0:00,86.53600886
Hungary,1/01/1994 0:00,83.72752821
Hungary,1/01/1995 0:00,86.48311501
Hungary,1/01/1996 0:00,75.22066204
Hungary,1/01/1997 0:00,67.46339479
Hungary,1/01/1998 0:00,64.13454262
Hungary,1/01/1999 0:00,66.61232365
Hungary,1/01/2000 0:00,61.06416139
Hungary,1/01/2001 0:00,59.32876165
Hungary,1/01/2002 0:00,59.01686023
Hungary,1/01/2003 0:00,59.80790854
Hungary,1/01/2004 0:00,63.0810185
Hungary,1/01/2005 0:00,65.29249732
Hungary,1/01/2006 0:00,68.5948734
Hungary,1/01/2007 0:00,69.22755445
Hungary,1/01/2008 0:00,72.54313474
Hungary,1/01/2009 0:00,80.98148229
Hungary,1/01/2010 0:00,81.65024779
Hungary,1/01/2011 0:00,90.99908061
Hungary,1/01/2012 0:00,94.28021046
Hungary,1/01/2013 0:00,94.53781897
Ireland,1/01/1998 0:00,59.95291351
Ireland,1/01/1999 0:00,48.52023747
Ireland,1/01/2000 0:00,38.43123258
Ireland,1/01/2001 0:00,34.72874747
Ireland,1/01/2002 0:00,33.62133707
Ireland,1/01/2003 0:00,32.44825065
Ireland,1/01/2004 0:00,30.87217145
Ireland,1/01/2005 0:00,30.77228151
Ireland,1/01/2006 0:00,27.01606584
Ireland,1/01/2007 0:00,26.95255197
Ireland,1/01/2008 0:00,46.82606805
Ireland,1/01/2009 0:00,66.97448582
Ireland,1/01/2010 0:00,83.68026006
Ireland,1/01/2011 0:00,109.9948371
Ireland,1/01/2012 0:00,130.4947733
Ireland,1/01/2013 0:00,132.9785974
Iceland,1/01/1990 0:00,29.67213458
Iceland,1/01/1991 0:00,31.06158827
Iceland,1/01/1992 0:00,37.34401814
Iceland,1/01/1993 0:00,42.71306196
Iceland,1/01/1994 0:00,43.74736915
Iceland,1/01/1995 0:00,45.96938161
Iceland,1/01/1996 0:00,45.23668037
Iceland,1/01/1997 0:00,68.22728733
Iceland,1/01/1998 0:00,63.44044774
Iceland,1/01/1999 0:00,59.51456422
Iceland,1/01/2000 0:00,58.91682916
Iceland,1/01/2001 0:00,61.09067218
Iceland,1/01/2002 0:00,57.26169624
Iceland,1/01/2003 0:00,55.08230759
Iceland,1/01/2004 0:00,48.70551233
Iceland,1/01/2005 0:00,38.32401957
Iceland,1/01/2006 0:00,43.34463521
Iceland,1/01/2007 0:00,41.20578697
Iceland,1/01/2008 0:00,79.6043338
Iceland,1/01/2009 0:00,99.2564791
Iceland,1/01/2010 0:00,104.6941383
Iceland,1/01/2011 0:00,112.937883
Iceland,1/01/2012 0:00,112.5040316
Iceland,1/01/2013 0:00,103.1947623
Italy,1/01/1991 0:00,71.63336302
Italy,1/01/1992 0:00,77.69171233
Italy,1/01/2010 0:00,114.5974587
Italy,1/01/2011 0:00,108.2570738
Italy,1/01/2012 0:00,126.9251842
Italy,1/01/2013 0:00,134.6535017
Kazakhstan,1/01/1997 0:00,12.18371042
Kazakhstan,1/01/1998 0:00,16.82658176
Kazakhstan,1/01/1999 0:00,26.62626528
Kazakhstan,1/01/2000 0:00,21.61815982
Kazakhstan,1/01/2001 0:00,17.65685667
Kazakhstan,1/01/2002 0:00,15.35628753
Kazakhstan,1/01/2003 0:00,13.21759247
Kyrgyz Republic,1/01/1995 0:00,45.60516813
Kyrgyz Republic,1/01/1996 0:00,71.4341882
Kyrgyz Republic,1/01/1997 0:00,73.90641243
Kyrgyz Republic,1/01/1998 0:00,111.2169191
Kyrgyz Republic,1/01/1999 0:00,132.7338178
Kyrgyz Republic,1/01/2000 0:00,114.5343924
Kyrgyz Republic,1/01/2001 0:00,99.33097195
Lithuania,1/01/1997 0:00,14.51985982
Lithuania,1/01/1998 0:00,14.88471972
Lithuania,1/01/1999 0:00,21.37825307
Lithuania,1/01/2010 0:00,40.63814613
Lithuania,1/01/2011 0:00,40.75319834
Lithuania,1/01/2012 0:00,46.99984111
Lithuania,1/01/2013 0:00,43.76049951
Luxembourg,1/01/1990 0:00,2.410324878
Luxembourg,1/01/1991 0:00,1.871301815
Luxembourg,1/01/1992 0:00,2.507876332
Luxembourg,1/01/1993 0:00,2.774895894
Luxembourg,1/01/1997 0:00,4.427392065
Luxembourg,1/01/2000 0:00,4.963830489
Luxembourg,1/01/2001 0:00,4.683313449
Luxembourg,1/01/2002 0:00,4.552960574
Luxembourg,1/01/2003 0:00,3.842333474
Luxembourg,1/01/2004 0:00,4.025501781
Luxembourg,1/01/2005 0:00,3.675329928
Luxembourg,1/01/2006 0:00,4.42019045
Luxembourg,1/01/2007 0:00,4.681462456
Luxembourg,1/01/2008 0:00,12.29401251
Luxembourg,1/01/2009 0:00,13.23077049
Luxembourg,1/01/2010 0:00,18.1877015
Luxembourg,1/01/2011 0:00,16.99613565
Luxembourg,1/01/2012 0:00,20.14661994
Latvia,1/01/1995 0:00,13.20389155
Latvia,1/01/1996 0:00,12.42010366
Latvia,1/01/1997 0:00,10.34038462
Latvia,1/01/1998 0:00,8.807292162
Latvia,1/01/1999 0:00,11.59023429
Latvia,1/01/2000 0:00,11.86241304
Latvia,1/01/2001 0:00,13.60273181
Latvia,1/01/2008 0:00,21.68745534
Latvia,1/01/2009 0:00,41.73014371
Latvia,1/01/2010 0:00,50.43995596
Latvia,1/01/2011 0:00,42.26558501
Latvia,1/01/2012 0:00,41.59453671
Moldova,1/01/1995 0:00,37.62874883
Moldova,1/01/1996 0:00,40.12298605
Moldova,1/01/1997 0:00,48.08717853
Moldova,1/01/1998 0:00,85.82478618
Moldova,1/01/1999 0:00,77.89831431
Moldova,1/01/2000 0:00,73.01938819
Moldova,1/01/2001 0:00,60.77532912
Moldova,1/01/2002 0:00,59.55925064
Moldova,1/01/2003 0:00,52.53391896
Moldova,1/01/2004 0:00,51.9546574
Moldova,1/01/2005 0:00,32.42521639
Moldova,1/01/2006 0:00,29.17905196
Moldova,1/01/2007 0:00,23.23975238
Moldova,1/01/2008 0:00,18.44264949
Moldova,1/01/2009 0:00,27.63222644
Moldova,1/01/2010 0:00,26.32298147
Moldova,1/01/2011 0:00,23.70905587
Moldova,1/01/2012 0:00,24.3259057
Netherlands,1/01/1990 0:00,55.5116723
Netherlands,1/01/1991 0:00,56.00434492
Netherlands,1/01/1992 0:00,56.81384804
Netherlands,1/01/1993 0:00,57.26222423
Netherlands,1/01/1994 0:00,54.99635925
Netherlands,1/01/1995 0:00,68.41129906
Netherlands,1/01/1996 0:00,67.77284434
Netherlands,1/01/1997 0:00,63.77339152
Netherlands,1/01/1998 0:00,62.9017622
Netherlands,1/01/1999 0:00,55.00821818
Netherlands,1/01/2000 0:00,49.26561196
Netherlands,1/01/2001 0:00,46.03751535
Netherlands,1/01/2002 0:00,47.09697345
Netherlands,1/01/2003 0:00,48.24353329
Netherlands,1/01/2004 0:00,48.78201621
Netherlands,1/01/2005 0:00,48.2609335
Netherlands,1/01/2006 0:00,42.69317744
Netherlands,1/01/2007 0:00,40.21539999
Netherlands,1/01/2008 0:00,52.83800845
Netherlands,1/01/2009 0:00,55.12533355
Netherlands,1/01/2010 0:00,58.62786455
Netherlands,1/01/2011 0:00,62.42291139
Netherlands,1/01/2012 0:00,68.53637215
Netherlands,1/01/2013 0:00,68.27290787
Norway,1/01/1990 0:00,19.84703783
Norway,1/01/1991 0:00,18.59428172
Norway,1/01/1992 0:00,22.3428321
Norway,1/01/1993 0:00,31.56078995
Norway,1/01/1994 0:00,30.75198078
Norway,1/01/1995 0:00,28.68633713
Norway,1/01/1996 0:00,23.57145534
Norway,1/01/1997 0:00,20.88653228
Norway,1/01/1998 0:00,19.03383162
Norway,1/01/1999 0:00,19.3700564
Norway,1/01/2000 0:00,23.05625173
Norway,1/01/2001 0:00,19.57196241
Norway,1/01/2002 0:00,28.07905044
Norway,1/01/2003 0:00,36.27187378
Norway,1/01/2004 0:00,38.31920847
Norway,1/01/2005 0:00,35.37091607
Norway,1/01/2006 0:00,48.18815594
Norway,1/01/2007 0:00,44.87967716
Norway,1/01/2008 0:00,43.51568466
Norway,1/01/2009 0:00,35.26874652
Norway,1/01/2010 0:00,35.1377887
Norway,1/01/2011 0:00,20.27956574
Norway,1/01/2012 0:00,20.77493383
Norway,1/01/2013 0:00,20.95313447
Poland,1/01/1994 0:00,61.63651521
Poland,1/01/1995 0:00,49.47668127
Poland,1/01/1996 0:00,43.82584307
Poland,1/01/1997 0:00,42.90116919
Poland,1/01/1998 0:00,39.40789848
Poland,1/01/1999 0:00,39.97053075
Poland,1/01/2000 0:00,36.27421662
Poland,1/01/2001 0:00,32.94605568
Poland,1/01/2002 0:00,41.27448495
Poland,1/01/2003 0:00,44.98800077
Poland,1/01/2004 0:00,44.40907383
Poland,1/01/2005 0:00,46.83704817
Poland,1/01/2006 0:00,46.79391442
Poland,1/01/2007 0:00,42.47602525
Poland,1/01/2008 0:00,44.57075181
Poland,1/01/2009 0:00,47.43025857
Poland,1/01/2010 0:00,50.98148174
Poland,1/01/2011 0:00,51.57744021
Poland,1/01/2012 0:00,55.15502839
Poland,1/01/2013 0:00,55.59157203
Portugal,1/01/1993 0:00,8.24492615
Portugal,1/01/1994 0:00,5.656847488
Portugal,1/01/2010 0:00,100.248368
Portugal,1/01/2011 0:00,102.4101745
Portugal,1/01/2012 0:00,133.8816088
Portugal,1/01/2013 0:00,138.0460028
Romania,1/01/2010 0:00,34.59767353
Romania,1/01/2011 0:00,38.84623743
Romania,1/01/2012 0:00,41.48595189
Romania,1/01/2013 0:00,41.49451264
Russian Federation,1/01/1998 0:00,143.9502626
Russian Federation,1/01/1999 0:00,100.7448328
Russian Federation,1/01/2000 0:00,62.14928439
Russian Federation,1/01/2001 0:00,48.98351864
Russian Federation,1/01/2002 0:00,41.39586153
Russian Federation,1/01/2005 0:00,16.66086847
Russian Federation,1/01/2006 0:00,9.891073342
Russian Federation,1/01/2007 0:00,7.158429729
Russian Federation,1/01/2008 0:00,6.495287372
Russian Federation,1/01/2009 0:00,8.697866233
Russian Federation,1/01/2010 0:00,9.089899815
Russian Federation,1/01/2011 0:00,9.26863863
Russian Federation,1/01/2012 0:00,9.352408819
Russian Federation,1/01/2013 0:00,13.60248329
San Marino,1/01/1995 0:00,5102.681325
San Marino,1/01/2002 0:00,16.54846631
San Marino,1/01/2003 0:00,34.47393447
San Marino,1/01/2004 0:00,41.4913508
San Marino,1/01/2005 0:00,51.08099241
San Marino,1/01/2006 0:00,62.04226678
San Marino,1/01/2007 0:00,61.45918962
San Marino,1/01/2008 0:00,59.04640987
Slovak Republic,1/01/1996 0:00,0.772538106
