Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
Cuba,CUB,"Current account balance (BoP, current US$)",BN.CAB.XOKA.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Curacao,CUW,"Current account balance (BoP, current US$)",BN.CAB.XOKA.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cayman Islands,CYM,"Current account balance (BoP, current US$)",BN.CAB.XOKA.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cyprus,CYP,"Current account balance (BoP, current US$)",BN.CAB.XOKA.CD,,,,,,,,,,,,,,,,,-26553262.83,-104625686,-185000460.8,-239812305,-258319117.1,-171795718.4,-178171041.2,-205073374.3,-221623272.8,-180229503.8,-18913694.53,-7690763.41,-107580150.2,-248673279.2,-154339881.4,-420301510.4,-638195760.5,109769668,74361375.97,-205119061.5,-467713356.7,-418075864.7,291417461.5,-170232739.7,-488055775.3,-322248391.4,-379165886.4,-292062579.5,-826757519.2,-970855828.8,-1279359109,-1830893211,-4222948284,-1986476025,-2727975974,-1047255867,-1440978111,-1074103025,-1052665185,
Czech Republic,CZE,"Current account balance (BoP, current US$)",BN.CAB.XOKA.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,466333364.6,-819875392.3,-1373523087,-4127553020,-3621726040,-1308286939,-1465751163,-2689755314,-3272573494,-4264835726,-5785485093,-5749351084,-1209609349,-3130375916,-7940202854,-4407952631,-4869768333,-7351204484,-5020059122,-3158497436,-1105890387,1343091138,
Germany,DEU,"Current account balance (BoP, current US$)",BN.CAB.XOKA.CD,,,,,,,,,,,,106579704.6,339737168.2,4180846806,9084950154,3097445200,3746082062,3904679948,9277965923,-5386663051,-15655476542,-5304713597,5511893343,4346783317,9212736900,17994051590,38661456608,44216520652,53961061179,57052694501,46455960977,-26552099659,-25252082125,-21405033243,-33443102613,-32185576233,-17018381013,-11519792253,-15625816903,-31391346672,-33719186670,-7025899273,39803155507,35914817067,1.25608E+11,1.322E+11,1.71264E+11,2.33219E+11,2.10893E+11,1.98722E+11,1.93326E+11,2.27935E+11,2.40862E+11,2.39297E+11,2.80339E+11,
Djibouti,DJI,"Current account balance (BoP, current US$)",BN.CAB.XOKA.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102070098.6,70042369.78,111039213.1,80221245.66,77638545.81,68478120.2,53297021.74,43877763.46,69502197.26,33305011.79,68849488.81,69901699.86,79033991.48,3151006.353,20132679.87,-16565290.54,-171352850.8,-225386983,-71100207.63,50489250,-171842382.2,-147967882.2,-308528536.3,,
Dominica,DMA,"Current account balance (BoP, current US$)",BN.CAB.XOKA.CD,,,,,,,,,,,,,,,,,-1097652.509,-1500000,-1300000,6300000,-14300000,-12802407.41,-7805444.444,-1750333.333,-7101925.926,-6301333.333,-7026111.111,-7011962.963,-12231296.3,-45511037.04,-43527629.63,-34185185.19,-27122222.22,-18196296.3,-26155555.56,-40240740.74,-51162962.96,-42251851.85,-23062962.96,-35774074.07,-59818518.52,-52138148.15,-47354800,-53176439.26,-58856365.85,-76081115.56,-49851557.04,-86949475.19,-129885324.8,-111079073.7,-80184677.04,-67906485.19,-92105008.89,-72149157.41,,
Denmark,DNK,"Current account balance (BoP, current US$)",BN.CAB.XOKA.CD,,,,,,,,,,,,,,,,-490031786.4,-1913896584,-1722370638,-1502178635,-3056236980,-2388928524,-1875068191,-2258898414,-1381788412,-1718091086,-2767043670,-4490071520,-3001504830,-1339878503,-1117661218,1371546057,1983274880,4198752277,4831706294,3189386538,1854784040,3089672486,921262661.4,-2008094992,3047192197,2261835982,4848072420,3460409557,6963066045,5940838083,11103861630,8218404334,4413619699,10000302161,10767024186,18182627610,19874644963,18749775199,24248056106,21421473417,
Dominican Republic,DOM,"Current account balance (BoP, current US$)",BN.CAB.XOKA.CD,,,,,,,,,-75200000,-84700000,-101900000,-129400000,-47000000,-96600000,-241000000,-72800000,-129200000,-128600000,-311900000,-331300000,-719900000,-389400000,-442600000,-417900000,-163400000,-107600000,-183400000,-364100000,-18900000,-327300000,-279600000,-157300000,-707900000,-532900000,-283000000,-182800000,-212700000,-163000000,-338400000,-429200000,-1026500000,-740800000,-797900000,1036180000,1041480000,-472910000,-1287410000,-2166300000,-4519700000,-2302900000,-4006255389,-4358700000,-3970570000,-2536652406,-2025605000,
Algeria,DZA,"Current account balance (BoP, current US$)",BN.CAB.XOKA.CD,,,,,,,,,,,,,,,,,,-2325189757,-3539675737,-1631862143,249123767.1,89902046.18,-183136955.3,-85198797.21,74447538.07,1014757946,-2229964663,141244636.7,-2039640899,-1081019510,1420261029,2366713357,,,,,,,,,,,,,,21180000000,28923000000,30353590751,33954307487,431665235.5,12220267767,17673868498,12211625793,1039211936,-9681571275,
East Asia & Pacific (developing only),EAP,"Current account balance (BoP, current US$)",BN.CAB.XOKA.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
East Asia & Pacific (all income levels),EAS,"Current account balance (BoP, current US$)",BN.CAB.XOKA.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Europe & Central Asia (developing only),ECA,"Current account balance (BoP, current US$)",BN.CAB.XOKA.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
