Country,Date,foreignlongterm,foreignshortterm,foreignoutlookWatch,locallongterm,localoutlookWatch,Year,GC.DOD.TOTL.GD.ZS,RollMeanGovDebt,Governance,BroadMoney,RollGenGovDeficit,DT.INT.DECT.CD,RollMeanChangeCPI,WorldGDPRank,WorldGDPLog,NonManMercExports,RollNetForeignAssetsGDP,RollCABFDI,FI.RES.TOTL.MO,RollInterestPaymentsRevenue,GDPGrowth,RealInterestRate,Default,Defaulted,ReserveCurrrency,,,,,,,
Kazakhstan,5/06/2009,BBB-,F3,negative,BBB,negative,2009,10.227,7.622333333,37.92300765,3.784716134,NA,5670095000,11.74231955,0.706214689,3.242592351,11.67054497,0.106715557,0.098428463,5.095480474,NA,1.2,NA,0,0,0,,,,,,,
Kazakhstan,19/02/2009,BBB-,F3,Rating Watch negative,BBB,Rating Watch negative,2009,10.227,7.622333333,37.92300765,3.784716134,NA,5670095000,11.74231955,0.706214689,3.242592351,11.67054497,0.106715557,0.098428463,5.095480474,NA,1.2,NA,0,0,0,,,,,,,
Kazakhstan,9/11/2008,BBB-,F3,negative,BBB,negative,2008,6.766,6.435666667,35.60960039,3.664609312,NA,4383677000,12.17047347,0.698324022,3.222867846,16.2628651,0.028554188,0.092162678,3.282544435,NA,3.3,NA,0,0,0,,,,,,,
Kazakhstan,17/12/2007,BBB,F3,negative,BBB+,negative,2007,5.874,6.88,32.58092404,3.584362441,NA,3586205000,8.979828767,0.698324022,3.214867803,10.71394284,0.005215826,0.043348743,3.428172935,NA,8.9,NA,0,0,0,,,,,,,
Kazakhstan,8/10/2007,BBB,F3,stable,BBB+,stable,2007,5.874,6.88,32.58092404,3.584362441,NA,3586205000,8.979828767,0.698324022,3.214867803,10.71394284,0.005215826,0.043348743,3.428172935,NA,8.9,NA,0,0,0,,,,,,,
Kazakhstan,21/12/2006,BBB,F3,positive,BBB+,positive,2006,6.667,8.719333333,31.18527794,3.583686926,NA,2319415000,7.68428998,0.703296703,3.18221184,18.83794914,0.06079807,0.066606293,5.215617001,NA,10.7,NA,0,0,0,,,,,,,
Kazakhstan,20/12/2005,BBB,F3,stable,BBB+,stable,2005,8.099,11.48433333,31.8944575,3.303559334,NA,1741263000,6.966757261,0.7,3.131136911,24.28603299,0.064015345,0.063184779,2.650482688,NA,9.7,NA,0,0,0,,,,,,,
Kazakhstan,27/10/2004,BBB-,F3,stable,BBB,stable,2004,11.392,14.64866667,25.66876348,3.336137918,-0.01399906,915548000,6.385732337,0.7,3.08190997,27.98462927,0.10001965,0.075559499,5.00338875,5.153383608,9.6,NA,0,0,0,,,,,,,
Kazakhstan,19/11/2003,BB+,B,positive,BBB-,positive,2003,14.962,14.962,27.68059095,3.047856689,-0.066088011,800397000,6.876426798,0.7,3.039749159,25.59400883,0.096385848,0.062605541,3.885528521,6.674920898,9.3,NA,0,0,0,,,,,,,
Kazakhstan,11/10/2002,BB+,B,stable,BBB-,stable,2002,17.592,17.592,23.28701385,2.953363392,0.167592386,727923000,9.123984294,0.698324022,2.990719732,20.54145978,0.094839361,0.072983163,2.911155976,8.363773706,9.8,NA,0,0,0,,,,,,,
Kazakhstan,12/07/2001,BB,B,stable,BB+,stable,2001,NA,NA,23.62027542,2.840471417,-0.885396578,741864000,9.943685338,0.689265537,2.923161581,18.97275185,0.07390656,0.079774149,2.496151515,9.39482891,13.5,NA,0,0,0,,,,,,,
Kazakhstan,21/09/2000,BB-,B,stable,BB,stable,2000,NA,NA,23.95353699,2.725915579,-1.735511172,795406000,9.541081633,0.683615819,2.821378886,28.16972583,0.050603164,0.056917028,2.430638051,8.90310293,9.8,NA,0,0,0,,,,,,,
Kazakhstan,5/05/2000,BB-,B,NA,BB,NA,2000,NA,NA,23.95353699,2.725915579,-1.735511172,795406000,9.541081633,0.683615819,2.821378886,28.16972583,0.050603164,0.056917028,2.430638051,8.90310293,9.8,NA,0,0,0,,,,,,,
Kazakhstan,15/02/1999,BB-,B,NA,BBB-,NA,1999,NA,NA,25.61225208,2.608764247,-2.366591585,302004000,10.95013179,0.666666667,2.772588722,40.83980168,0.039582113,0.034721861,3.263491603,6.853077581,2.7,NA,0,0,0,,,,,,,
Kazakhstan,27/01/1998,BB,B,NA,BBB-,NA,1998,NA,NA,27.27096717,2.148324894,-2.485657836,273147000,21.2456367,0.666666667,2.778819272,41.99542952,0.027176003,0.012861241,2.870104038,6.659808722,-1.9,NA,0,0,0,,,,,,,
Kazakhstan,5/11/1996,BB-,B,NA,-,NA,1996,NA,NA,20.20366875,2.287476149,NA,130674000,697.5700788,0.658823529,2.850706502,70.4858307,0.014105422,0.018350056,3.003139615,NA,0.5,NA,0,0,0,,,,,,,
Kenya,16/01/2009,B+,B,stable,BB-,stable,2009,49.715,47.86366667,25.73981317,3.596180438,-3.464177109,111498000,15.0776076,0.553672316,2.174751721,15.5615641,0.09017557,-0.03483994,4.011984139,10.85959011,2.735,2.837078161,256,1,0,,,,,,,
Kenya,30/01/2008,B+,B,negative,BB-,negative,2008,48.852,48.11333333,26.82673454,3.586445184,-2.676745969,113840000,16.81747703,0.553072626,2.140066163,18.00927385,0.088492515,-0.026617936,2.703111431,10.67723533,1.527,-0.984996971,289,1,0,,,,,,,
Kenya,12/12/2007,B+,B,stable,BB-,stable,2007,45.024,49.68733333,28.43637864,3.585317869,-1.025001774,110254000,11.50846427,0.553072626,2.151762203,15.94038627,0.082491876,-0.013205774,3.885142814,9.892354703,6.993,4.819090789,324,1,0,,,,,,,
"Korea, Rep.",7/11/2011,A+,F1,positive,AA,positive,2011,NA,NA,74.59537188,4.878426271,1.080566106,NA,NA,NA,NA,2.847101207,0.184821723,0.035309219,5.400096295,4.932462218,NA,NA,0,0,0,,,,,,,
"Korea, Rep.",1/09/2009,A+,F1,stable,AA,stable,2009,NA,NA,72.87315623,4.912991536,1.235901584,NA,NA,NA,NA,2.461569384,0.163409047,0.026654001,7.796637131,5.403401806,NA,NA,0,0,0,,,,,,,
"Korea, Rep.",9/11/2008,A+,F1,negative,AA,negative,2008,NA,NA,70.98454157,4.860578928,1.588288295,NA,NA,NA,NA,2.546384063,0.153952408,0.015098664,4.46672315,5.804465973,NA,NA,0,0,0,,,,,,,
"Korea, Rep.",23/10/2005,A+,F1,stable,AA,stable,2005,NA,NA,73.21183395,4.709994005,0.854854512,NA,NA,NA,NA,2.149716098,0.179162541,0.03429644,7.60850315,4.748622684,NA,NA,0,0,0,,,,,,,
"Korea, Rep.",19/09/2005,A,F1,Rating Watch positive,AA-,Rating Watch positive,2005,NA,NA,73.21183395,4.709994005,0.854854512,NA,NA,NA,NA,2.149716098,0.179162541,0.03429644,7.60850315,4.748622684,NA,NA,0,0,0,,,,,,,
"Korea, Rep.",27/06/2002,A,F1,stable,AA-,stable,2002,NA,NA,69.68811735,4.740179884,3.392398053,NA,NA,NA,NA,1.723528026,0.149758825,0.019480787,7.567401502,4.864508604,NA,NA,0,0,0,,,,,,,
"Korea, Rep.",13/05/2002,BBB+,F2,Rating Watch positive,A,Rating Watch positive,2002,NA,NA,69.68811735,4.740179884,3.392398053,NA,NA,NA,NA,1.723528026,0.149758825,0.019480787,7.567401502,4.864508604,NA,NA,0,0,0,,,,,,,
"Korea, Rep.",21/09/2000,BBB+,F2,stable,A,stable,2000,NA,NA,67.97246488,4.174820666,2.173340417,NA,NA,NA,NA,2.270313848,0.113721851,0.073174705,5.817174317,4.743558981,NA,NA,0,0,0,,,,,,,
"Korea, Rep.",29/03/2000,BBB+,F2,NA,A,NA,2000,NA,NA,67.97246488,4.174820666,2.173340417,NA,NA,NA,NA,2.270313848,0.113721851,0.073174705,5.817174317,4.743558981,NA,NA,0,0,0,,,,,,,
"Korea, Rep.",24/06/1999,BBB,F2,NA,A-,NA,1999,NA,NA,66.42357191,4.04237443,1.599679794,NA,NA,NA,NA,2.800529409,0.070909127,0.057040776,6.011024835,3.867766109,NA,NA,0,0,0,,,,,,,
"Korea, Rep.",26/04/1999,BBB-,F3,Rating Watch positive,A-,Rating Watch positive,1999,NA,NA,66.42357191,4.04237443,1.599679794,NA,NA,NA,NA,2.800529409,0.070909127,0.057040776,6.011024835,3.867766109,NA,NA,0,0,0,,,,,,,
"Korea, Rep.",19/01/1999,BBB-,F3,NA,A-,NA,1999,NA,NA,66.42357191,4.04237443,1.599679794,NA,NA,NA,NA,2.800529409,0.070909127,0.057040776,6.011024835,3.867766109,NA,NA,0,0,0,,,,,,,
"Korea, Rep.",22/12/1998,BB+,B,Rating Watch positive,A-,Rating Watch positive,1998,NA,NA,64.87467893,3.891843579,1.996343649,NA,NA,NA,NA,3.023220232,0.042584618,0.023952651,5.140776647,2.806645263,NA,NA,0,0,0,,,,,,,
"Korea, Rep.",19/06/1998,BB+,B,NA,A-,NA,1998,NA,NA,64.87467893,3.891843579,1.996343649,NA,NA,NA,NA,3.023220232,0.042584618,0.023952651,5.140776647,2.806645263,NA,NA,0,0,0,,,,,,,
"Korea, Rep.",3/02/1998,BB+,B,Rating Watch positive,A-,Rating Watch positive,1998,NA,NA,64.87467893,3.891843579,1.996343649,NA,NA,NA,NA,3.023220232,0.042584618,0.023952651,5.140776647,2.806645263,NA,NA,0,0,0,,,,,,,
"Korea, Rep.",21/01/1998,B-,B,Rating Watch positive,BBB-,Rating Watch positive,1998,NA,NA,64.87467893,3.891843579,1.996343649,NA,NA,NA,NA,3.023220232,0.042584618,0.023952651,5.140776647,2.806645263,NA,NA,0,0,0,,,,,,,
"Korea, Rep.",23/12/1997,B-,B,Rating Watch negative,BBB-,Rating Watch negative,1997,NA,NA,65.93491681,3.64212439,2.367361976,NA,NA,NA,NA,3.286258418,0.029806223,-0.021058444,1.402632091,2.532489912,NA,NA,0,0,0,,,,,,,
"Korea, Rep.",12/12/1997,BBB-,F3,Rating Watch negative,A,Rating Watch negative,1997,NA,NA,65.93491681,3.64212439,2.367361976,NA,NA,NA,NA,3.286258418,0.029806223,-0.021058444,1.402632091,2.532489912,NA,NA,0,0,0,,,,,,,
"Korea, Rep.",11/12/1997,BBB-,F3,Rating Watch negative,AA,Rating Watch negative,1997,NA,NA,65.93491681,3.64212439,2.367361976,NA,NA,NA,NA,3.286258418,0.029806223,-0.021058444,1.402632091,2.532489912,NA,NA,0,0,0,,,,,,,
"Korea, Rep.",26/11/1997,A,F2,NA,AA,NA,1997,NA,NA,65.93491681,3.64212439,2.367361976,NA,NA,NA,NA,3.286258418,0.029806223,-0.021058444,1.402632091,2.532489912,NA,NA,0,0,0,,,,,,,
"Korea, Rep.",18/11/1997,A+,F1,NA,AA+,NA,1997,NA,NA,65.93491681,3.64212439,2.367361976,NA,NA,NA,NA,3.286258418,0.029806223,-0.021058444,1.402632091,2.532489912,NA,NA,0,0,0,,,,,,,
"Korea, Rep.",27/06/1996,AA-,F1+,NA,AAA,NA,1996,NA,NA,66.9951547,3.60369713,2.209395047,NA,NA,NA,NA,2.590810715,0.032973058,-0.019288866,2.317692759,2.724361597,NA,NA,0,0,0,,,,,,,
Kuwait,4/09/2008,AA,F1+,stable,AA,stable,2008,9.541,10.64766667,57.6202666,4.014612555,NA,NA,6.374891005,0.687150838,2.980618636,6.06560739,0.181377176,0.405844238,5.528669754,NA,2.48,-9.311316246,64,1,0,,,,,,,
Kuwait,10/06/2002,AA-,F1+,stable,AA,stable,2002,32.333,34.73066667,58.50811068,4.421602884,NA,NA,1.333798762,0.675977654,2.785011242,3.903221618,0.150509602,0.245591918,8.442781199,NA,3.014,1.264028889,196,1,0,,,,,,,
Kuwait,24/08/2001,A+,F1,positive,AA,positive,2001,36.43,40.894,58.86620045,4.45496234,NA,NA,2.034585499,0.672316384,2.785011242,2.829545177,0.136474912,0.26452255,9.840219532,NA,0.209,17.49564742,225,1,0,,,,,,,
Kuwait,12/06/2001,A+,F1,positive,-,positive,2001,36.43,40.894,58.86620045,4.45496234,NA,NA,2.034585499,0.672316384,2.785011242,2.829545177,0.136474912,0.26452255,9.840219532,NA,0.209,17.49564742,225,1,0,,,,,,,
Kuwait,21/09/2000,A,F1,positive,-,positive,2000,35.429,48.58333333,59.22429021,4.256390894,NA,NA,1.644471595,0.677966102,2.803360381,2.53783589,0.112558653,0.215285751,7.786625276,NA,4.686,-9.674060395,256,1,0,,,,,,,
Kuwait,20/12/1995,A,F1,NA,-,NA,1995,91.278,91.278,58.62913577,4.509648004,-21.3307405,NA,1.867901398,0.670588235,2.890371758,1.988515555,0.13592062,0.140049654,3.933291133,12.19804184,1.377,3.354609563,441,1,0,,,,,,,
Latvia,13/12/2011,BBB-,F3,stable,BBB,stable,2011,37.469,36.691,69.08395767,NA,-5.387157411,NA,2.278210619,0.40625,1.458615023,3.64560849,-0.200441658,0.049173499,3.969185729,4.238279654,5.306,0.03089408,0,0,3,,,,,,,
Latvia,15/03/2011,BBB-,F3,positive,BBB,positive,2011,37.469,36.691,69.08395767,NA,-5.387157411,NA,2.278210619,0.40625,1.458615023,3.64560849,-0.200441658,0.049173499,3.969185729,4.238279654,5.306,0.03089408,0,0,3,,,,,,,
Latvia,3/09/2010,BB+,B,stable,BBB-,stable,2010,39.744,29.93366667,70.62076442,NA,-5.269677239,NA,5.945558205,0.414201183,1.458615023,3.142971348,-0.273898921,0.012373425,6.470646606,3.148533882,-1.307,10.63409099,0,0,3,,,,,,,
Latvia,8/04/2009,BB+,B,negative,BBB-,negative,2009,32.86,19.28333333,69.21698888,NA,-2.710565976,NA,9.67934807,0.435028249,1.504077397,2.093855126,NA,-0.041785235,7.298738609,2.01027819,-17.699,28.69480826,0,0,3,,,,,,,
Latvia,23/12/2008,BBB-,F3,negative,BBB,negative,2008,17.197,11.63033333,68.16793569,3.579975621,-0.729240676,NA,10.68141619,0.474860335,1.704748092,2.01365015,-0.279224668,-0.112558406,2.949842105,1.324629612,-2.771,0.014542576,0,0,3,,,,,,,
Latvia,12/11/2008,BBB-,F3,Rating Watch negative,BBB,Rating Watch negative,2008,17.197,11.63033333,68.16793569,3.579975621,-0.729240676,NA,10.68141619,0.474860335,1.704748092,2.01365015,-0.279224668,-0.112558406,2.949842105,1.324629612,-2.771,0.014542576,0,0,3,,,,,,,
Latvia,3/10/2008,BBB,F3,negative,BBB+,negative,2008,17.197,11.63033333,68.16793569,3.579975621,-0.729240676,NA,10.68141619,0.474860335,1.704748092,2.01365015,-0.279224668,-0.112558406,2.949842105,1.324629612,-2.771,0.014542576,0,0,3,,,,,,,
Latvia,31/01/2008,BBB+,F2,negative,A-,negative,2008,17.197,11.63033333,68.16793569,3.579975621,-0.729240676,NA,10.68141619,0.474860335,1.704748092,2.01365015,-0.279224668,-0.112558406,2.949842105,1.324629612,-2.771,0.014542576,0,0,3,,,,,,,
Latvia,17/08/2007,BBB+,F2,stable,A-,stable,2007,7.793,9.847,70.63774491,3.696428044,-0.177917175,NA,7.794741243,0.491620112,1.757857918,2.180191884,-0.176083525,-0.107165809,3.403316049,1.53389957,9.987,-7.674134903,0,0,3,,,,,,,
Latvia,5/04/2007,A-,F2,negative,A,negative,2007,7.793,9.847,70.63774491,3.696428044,-0.177917175,NA,7.794741243,0.491620112,1.757857918,2.180191884,-0.176083525,-0.107165809,3.403316049,1.53389957,9.987,-7.674134903,0,0,3,,,,,,,
Latvia,26/08/2005,A-,F2,stable,A,stable,2005,11.847,13.65133333,70.22972997,3.749070241,-0.985908573,NA,5.295737628,0.488888889,1.648658626,2.667835593,-0.030825405,-0.062874264,2.66974902,2.355525977,10.098,-4.536908066,0,0,3,,,,,,,
Latvia,7/07/2004,A-,F2,positive,A,stable,2004,14.447,14.23466667,69.34993617,3.631836252,-1.295444742,NA,3.689039164,0.488888889,1.609437912,3.273483572,0.011885394,-0.049048186,2.965035359,2.688218165,8.827,0.628537183,0,0,3,,,,,,,
Latvia,4/11/2003,BBB+,F3,positive,A,stable,2003,14.66,14.13366667,71.50944392,3.541162602,-1.368835628,NA,2.452789119,0.477777778,1.568615918,3.687175655,0.034998226,-0.039589698,3.321800229,3.087075104,7.656,0.462565803,0,0,3,,,,,,,
Latvia,21/07/2003,BBB+,F3,stable,A,stable,2003,14.66,14.13366667,71.50944392,3.541162602,-1.368835628,NA,2.452789119,0.477777778,1.568615918,3.687175655,0.034998226,-0.039589698,3.321800229,3.087075104,7.656,0.462565803,0,0,3,,,,,,,
Latvia,17/07/2001,BBB,F3,positive,A,positive,2001,14.144,12.88333333,65.30914052,3.406067426,-2.097197052,NA,2.495367495,0.457627119,1.504077397,4.098801419,0.052524871,-0.023183741,4.347051038,3.153434381,7.349,8.667371296,0,0,3,,,,,,,
Latvia,21/09/2000,BBB,F3,stable,A,stable,2000,12.357,12.357,61.69024404,3.310630016,-1.652160014,NA,3.22191307,0.451977401,1.435084525,5.685577733,0.049533375,-0.022060567,3.759018914,2.679404807,5.686,7.955708377,0,0,3,,,,,,,
Latvia,29/06/1998,BBB,F3,NA,A,NA,1998,NA,NA,60.98711523,3.120801159,0.273008947,NA,10.2358049,0.442528736,1.435084525,3.660910235,0.060940147,0.001089401,2.767982323,3.591146281,5.619,9.055752077,0,0,0,,,,,,,
Lebanon,31/03/2010,B,B,stable,B,stable,2010,138.391,149.0163333,31.68400097,5.489144554,-8.64231524,1501345000,3.989841464,0.520710059,2.079441542,1.263045773,1.188804745,-0.044409452,16.58574248,49.78110525,8,8.164172732,0,0,0,,,,,,,
Lebanon,14/07/2006,B-,B,stable,B-,stable,2006,185.188,179.0233333,30.08528169,5.496937736,-9.321608039,1516262000,NA,0.527472527,1.85629799,0.356093587,0.718249888,0.071487717,11.53663377,53.83064628,1.6,9.412180989,0,0,0,,,,,,,
Lebanon,18/11/2005,B-,B,positive,B-,positive,2005,180.699,173.6373333,39.43508498,5.44548207,-9.984923605,1462313000,NA,0.533333333,1.887069649,0.414621845,0.70528061,-0.005848404,10.6251224,61.91070929,2.7,11.8558971,0,0,0,,,,,,,
Lebanon,21/09/2001,B-,B,stable,B-,stable,2001,160.913,160.913,39.84381056,5.292595764,-16.2719115,793547000,NA,0.548022599,1.916922612,NA,0.490458051,NA,NA,88.60046286,3.9,19.13463322,0,0,0,,,,,,,
Lebanon,2/02/2001,B+,B,stable,B+,stable,2001,160.913,160.913,39.84381056,5.292595764,-16.2719115,793547000,NA,0.548022599,1.916922612,NA,0.490458051,NA,NA,88.60046286,3.9,19.13463322,0,0,0,,,,,,,
Lebanon,21/09/2000,BB-,B,negative,BB,negative,2000,146.106,146.106,41.08126386,5.242905404,-16.27406319,607260000,NA,0.548022599,1.902107526,NA,0.533808354,NA,NA,81.70198142,1.1,20.67302472,0,0,0,,,,,,,
Lebanon,30/06/1999,BB-,B,NA,BB,NA,1999,NA,NA,40.78362592,5.141301548,-15.36731154,503011000,NA,0.545977011,1.945910149,NA,0.58197859,NA,NA,80.21107374,-0.8,18.60137344,0,0,0,,,,,,,
Lebanon,4/06/1998,BB-,B,NA,BB+,NA,1998,NA,NA,40.48598798,5.033701937,-15.05249515,369087000,NA,0.557471264,1.987874348,NA,0.620731963,NA,NA,75.34662303,3.9,NA,0,0,0,,,,,,,
Lebanon,11/02/1998,BB,B,Rating Watch negative,BBB-,Rating Watch negative,1998,NA,NA,40.48598798,5.033701937,-15.05249515,369087000,NA,0.557471264,1.987874348,NA,0.620731963,NA,NA,75.34662303,3.9,NA,0,0,0,,,,,,,
Lebanon,26/02/1997,BB,B,NA,BBB-,NA,1997,NA,NA,39.41749255,4.959727384,NA,302203000,NA,0.558139535,1.974081026,NA,0.664163585,NA,NA,91.02780229,10.19,4.272112296,0,0,0,,,,,,,
Lesotho,31/05/2011,BB-,B,negative,BB,negative,2011,37.787,36.65433333,48.6999836,3.596200801,NA,8901000,5.334022313,0.13125,-0.693147181,0.409650646,0.989864952,-0.021774042,3.884961101,NA,4.293,0.43240645,0,0,0,,,,,,,
Lesotho,27/04/2010,BB-,B,stable,BB,negative,2010,34.928,40.86466667,48.37837442,3.715349155,NA,7626000,7.230972168,0.124260355,-0.693147181,0.447007109,1.085021002,0.081776358,5.141608524,NA,5.571,8.662429614,0,0,0,,,,,,,
Lesotho,18/09/2006,BB-,B,stable,BB,stable,2006,62.585,59.521,44.51177089,3.590594261,8.815021214,9814000,4.844674571,0.115384615,-0.916290732,NA,0.581001991,0.161018337,4.398710659,4.3147254,4.098,5.21833635,0,0,0,,,,,,,
Lesotho,4/11/2005,BB-,B,negative,BB+,negative,2005,60.263,59.541,45.00856527,3.394293641,4.422406881,14336000,5.030156163,0.116666667,-0.916290732,NA,0.488234813,0.11967227,3.659638982,4.730321767,2.937,5.122746413,0,0,0,,,,,,,
Lesotho,30/11/2004,BB-,B,stable,BB+,stable,2004,55.715,70.573,46.02917925,3.394395485,1.650736046,15167000,15.1550542,0.116666667,-0.916290732,0.051686576,0.486536353,0.113008614,3.347679097,5.33897996,2.804,5.707130585,0,0,0,,,,,,,
Lesotho,26/09/2003,B+,B,positive,BB,positive,2003,62.645,94.032,45.63997873,3.444969494,-2.020445776,14413000,10.27519612,0.116666667,-0.916290732,0.069296839,0.552290968,0.094607701,3.671746915,6.452713638,3.455,14.68461757,0,0,0,,,,,,,
Lesotho,2/09/2002,B+,B,stable,BB,stable,2002,93.359,106.8796667,47.52721787,3.444261267,-0.409597139,14965000,10.10946673,0.117318436,-0.916290732,0.101665939,0.571333401,0.04528222,4.604813609,7.791768994,1.991,3.427742866,0,0,0,,,,,,,
Libya,13/04/2011,-,NA,NA,-,NA,2011,0,0,7.938901106,4.880676141,NA,NA,6.926092262,NA,NA,NA,4.474508932,NA,79.23722398,NA,NA,-10.35995129,0,0,0,,,,,,,
Libya,13/04/2011,B,B,stable,B,stable,2011,0,0,7.938901106,4.880676141,NA,NA,6.926092262,NA,NA,NA,4.474508932,NA,79.23722398,NA,NA,-10.35995129,0,0,0,,,,,,,
Libya,1/03/2011,BB,B,Rating Watch negative,BB,Rating Watch negative,2011,0,0,7.938901106,4.880676141,NA,NA,6.926092262,NA,NA,NA,4.474508932,NA,79.23722398,NA,NA,-10.35995129,0,0,0,,,,,,,
Libya,21/02/2011,BBB,F3,Rating Watch negative,BBB,Rating Watch negative,2011,0,0,7.938901106,4.880676141,NA,NA,6.926092262,NA,NA,NA,4.474508932,NA,79.23722398,NA,NA,-10.35995129,0,0,0,,,,,,,
Libya,7/05/2009,BBB+,F2,stable,BBB+,stable,2009,0,0,21.93209199,4.050797193,NA,NA,6.357205662,0.615819209,2.541601993,14.70032965,2.608994523,0.373063395,43.00930222,NA,-0.79,41.92524865,0,0,0,,,,,,,
Lithuania,13/12/2011,BBB,F3,stable,BBB+,stable,2011,39.195,35.63466667,71.98870977,NA,-7.218976508,NA,3.3011949,0.50625,2.041220329,9.669568977,-0.041470569,0.0133057,2.680340837,7.143309609,6.049,NA,0,0,3,,,,,,,
Lithuania,4/05/2011,BBB,F3,positive,BBB+,positive,2011,39.195,35.63466667,71.98870977,NA,-7.218976508,NA,3.3011949,0.50625,2.041220329,9.669568977,-0.041470569,0.0133057,2.680340837,7.143309609,6.049,NA,0,0,3,,,,,,,
Lithuania,8/03/2010,BBB,F3,stable,BBB+,stable,2010,38.256,27.74433333,72.67488734,NA,-6.460805895,NA,5.565887612,0.50887574,2.014903021,8.364800926,-0.057389185,-0.018037014,2.957289579,4.843155065,1.597,3.526758522,0,0,3,,,,,,,
Lithuania,8/04/2009,BBB,F3,negative,BBB+,negative,2009,29.453,20.60166667,71.03222275,NA,-5.659775704,NA,7.031224286,0.525423729,2.054123734,8.169267179,NA,-0.055792736,3.912166758,2.682554686,-14.847,12.08674174,0,0,3,,,,,,,
Lithuania,22/12/2008,BBB+,F2,negative,A-,negative,2008,15.524,16.767,71.5234197,3.661730448,-2.618611142,NA,6.800897532,0.558659218,2.208274414,9.120242735,-0.047311392,-0.075897521,2.139115409,2.192804084,2.912,-1.181024171,0,0,3,,,,,,,
Lithuania,3/10/2008,A-,F1,negative,A,negative,2008,15.524,16.767,71.5234197,3.661730448,-2.618611142,NA,6.800897532,0.558659218,2.208274414,9.120242735,-0.047311392,-0.075897521,2.139115409,2.192804084,2.912,-1.181024171,0,0,3,,,,,,,
Lithuania,7/12/2007,A,F1,negative,A+,negative,2007,16.828,17.72,72.48573431,3.78745941,-1.703768924,NA,4.039581354,0.56424581,2.208274414,6.607419299,0.012214229,-0.056612726,3.330848141,2.422354672,9.796,-1.570893579,0,0,3,,,,,,,
Lithuania,23/10/2006,A,F1,stable,A+,stable,2006,17.949,18.546,71.8378334,3.778436438,-2.010786623,NA,2.5232739,0.576923077,2.163323026,7.63964519,0.049524334,-0.039412789,3.239299113,2.826540914,7.809,-1.527631054,0,0,3,,,,,,,
Lithuania,7/07/2004,A-,F2,positive,A,stable,2004,19.306,20.83133333,73.30361684,3.567348189,-2.481491542,NA,0.111303761,0.566666667,2.104134154,8.686636013,0.086116467,-0.033537052,3.247082335,4.18927403,7.369,2.975109649,0,0,3,,,,,,,
Lithuania,28/01/2004,BBB+,F2,positive,A,stable,2004,19.306,20.83133333,73.30361684,3.567348189,-2.481491542,NA,0.111303761,0.566666667,2.104134154,8.686636013,0.086116467,-0.033537052,3.247082335,4.18927403,7.369,2.975109649,0,0,3,,,,,,,
Lithuania,4/11/2003,BBB,F3,positive,A-,stable,2003,21.047,21.966,73.29374758,3.416760737,-2.926443195,NA,0.169241498,0.561111111,2.079441542,11.26584716,0.092197814,-0.023154165,4.179943902,5.116948867,10.276,6.70547751,0,0,3,,,,,,,
Lithuania,17/12/2002,BBB,F3,stable,A-,stable,2002,22.141,22.806,70.15821648,3.341515738,-3.99941974,NA,0.886754942,0.56424581,2.014903021,10.20930729,0.09248706,-0.012219153,3.890020505,5.815221924,6.838,6.50521359,0,0,3,,,,,,,
Lithuania,28/02/2002,BBB-,F3,positive,BBB+,positive,2002,22.141,22.806,70.15821648,3.341515738,-3.99941974,NA,0.886754942,0.56424581,2.014903021,10.20930729,0.09248706,-0.012219153,3.890020505,5.815221924,6.838,6.50521359,0,0,3,,,,,,,
Lithuania,16/05/2001,BBB-,F3,stable,BBB+,stable,2001,22.71,22.71,67.74180158,3.254006037,-4.821330223,NA,1.038543894,0.559322034,1.974081026,9.299516537,0.080084809,-0.033522793,3.171619983,6.122380395,6.7,9.98498445,0,0,3,,,,,,,
Lithuania,21/09/2000,BB+,B,stable,BBB+,stable,2000,23.567,23.567,65.32538669,3.120235851,-4.562552869,NA,2.278477009,0.559322034,1.931521412,8.204283701,0.071505095,-0.041099374,2.949770824,5.473020063,3.621,10.72305225,0,0,3,,,,,,,
Lithuania,28/01/1997,BB+,B,NA,BBB+,NA,1997,NA,NA,66.77566052,2.888335443,-1.512485785,NA,24.38427154,0.540697674,1.945910149,19.04513869,0.052616156,-0.066259684,2.156130615,3.046589382,8.14,2.63967663,0,0,0,,,,,,,
Luxembourg,21/09/2000,AAA,F1+,stable,AAA,stable,2000,6.166,6.563666667,96.85266749,NA,3.266171122,NA,1.703591658,0.497175141,1.740466175,0.028580082,NA,NA,0.015326026,0.498889002,8.442,NA,0,0,3,,,,,,,
Luxembourg,26/10/1995,AAA,F1+,NA,AAA,NA,1995,7.398,7.398,96.53484472,NA,1.727993181,NA,2.565992764,0.470588235,1.609437912,NA,2.285002617,NA,NA,0.389085218,1.432,4.07294561,0,0,0,,,,,,,
Luxembourg,10/08/1994,AAA,NA,NA,-,NA,1994,NA,NA,96.53484472,NA,1.765305887,NA,2.978965869,0.479041916,1.648658626,NA,2.14983671,NA,NA,0.355642208,3.821,2.936924608,0,0,0,,,,,,,
"Macedonia, FYR",27/10/2010,BB+,B,stable,BB+,stable,2010,NA,NA,49.16714319,3.984459412,-2.060152297,181170000,NA,NA,NA,5.506483389,0.259097509,-0.02974888,4.719604976,2.122209774,NA,NA,0,0,0,,,,,,,
