Country,Year,GC.DOD.TOTL.GD.ZS
Qatar,1/01/2010 0:00,29.193
Qatar,1/01/2011 0:00,32.317
Qatar,1/01/2012 0:00,35.411
Qatar,1/01/2013 0:00,34.247
Romania,1/01/2000 0:00,29.518
Romania,1/01/2001 0:00,27.28
Romania,1/01/2002 0:00,27.429
Romania,1/01/2003 0:00,24.186
Romania,1/01/2004 0:00,21.098
Romania,1/01/2005 0:00,17.638
Romania,1/01/2006 0:00,12.622
Romania,1/01/2007 0:00,12.72
Romania,1/01/2008 0:00,13.639
Romania,1/01/2009 0:00,23.785
Romania,1/01/2010 0:00,31.129
Romania,1/01/2011 0:00,34.345
Romania,1/01/2012 0:00,38.183
Romania,1/01/2013 0:00,39.252
Russia,1/01/1999 0:00,98.98
Russia,1/01/2000 0:00,59.859
Russia,1/01/2001 0:00,47.613
Russia,1/01/2002 0:00,40.305
Russia,1/01/2003 0:00,30.359
Russia,1/01/2004 0:00,22.316
Russia,1/01/2005 0:00,14.24
Russia,1/01/2006 0:00,9.048
Russia,1/01/2007 0:00,8.511
Russia,1/01/2008 0:00,7.876
Russia,1/01/2009 0:00,10.957
Russia,1/01/2010 0:00,11.04
Russia,1/01/2011 0:00,11.709
Russia,1/01/2012 0:00,12.741
Russia,1/01/2013 0:00,13.408
Rwanda,1/01/1995 0:00,119.541
Rwanda,1/01/1996 0:00,99.007
Rwanda,1/01/1997 0:00,85.695
Rwanda,1/01/1998 0:00,83.171
Rwanda,1/01/1999 0:00,92.98
Rwanda,1/01/2000 0:00,102.537
Rwanda,1/01/2001 0:00,98.67
Rwanda,1/01/2002 0:00,107.927
Rwanda,1/01/2003 0:00,100.641
Rwanda,1/01/2004 0:00,90.828
Rwanda,1/01/2005 0:00,70.683
Rwanda,1/01/2006 0:00,26.576
Rwanda,1/01/2007 0:00,26.963
Rwanda,1/01/2008 0:00,21.272
Rwanda,1/01/2009 0:00,22.86
Rwanda,1/01/2010 0:00,23.063
Rwanda,1/01/2011 0:00,23.919
Rwanda,1/01/2012 0:00,24.106
Sao Tome and Principe,1/01/2001 0:00,383.768
Sao Tome and Principe,1/01/2002 0:00,342.023
Sao Tome and Principe,1/01/2003 0:00,307.045
Sao Tome and Principe,1/01/2004 0:00,327.81
Sao Tome and Principe,1/01/2005 0:00,300.278
Sao Tome and Principe,1/01/2006 0:00,265.933
Sao Tome and Principe,1/01/2007 0:00,104.066
Sao Tome and Principe,1/01/2008 0:00,60.003
Sao Tome and Principe,1/01/2009 0:00,69.204
Sao Tome and Principe,1/01/2010 0:00,78.121
Sao Tome and Principe,1/01/2011 0:00,73.259
Sao Tome and Principe,1/01/2012 0:00,84.245
Saudi Arabia,1/01/1999 0:00,99.702
Saudi Arabia,1/01/2000 0:00,84.346
Saudi Arabia,1/01/2001 0:00,90.578
Saudi Arabia,1/01/2002 0:00,93.745
Saudi Arabia,1/01/2003 0:00,79.479
Saudi Arabia,1/01/2004 0:00,62.928
Saudi Arabia,1/01/2005 0:00,37.342
Saudi Arabia,1/01/2006 0:00,25.831
Saudi Arabia,1/01/2007 0:00,17.115
Saudi Arabia,1/01/2008 0:00,12.056
Saudi Arabia,1/01/2009 0:00,13.989
Saudi Arabia,1/01/2010 0:00,8.448
Saudi Arabia,1/01/2011 0:00,5.397
Saudi Arabia,1/01/2012 0:00,3.59
Saudi Arabia,1/01/2013 0:00,2.684
Senegal,1/01/2000 0:00,73.721
Senegal,1/01/2001 0:00,70.931
Senegal,1/01/2002 0:00,67.975
Senegal,1/01/2003 0:00,54.701
Senegal,1/01/2004 0:00,47.591
Senegal,1/01/2005 0:00,45.664
Senegal,1/01/2006 0:00,21.838
Senegal,1/01/2007 0:00,23.485
Senegal,1/01/2008 0:00,23.918
Senegal,1/01/2009 0:00,34.049
Senegal,1/01/2010 0:00,35.491
Senegal,1/01/2011 0:00,40.504
Senegal,1/01/2012 0:00,43.368
Senegal,1/01/2013 0:00,45.898
Serbia,1/01/2006 0:00,42.209
Serbia,1/01/2007 0:00,34.584
Serbia,1/01/2008 0:00,33.393
Serbia,1/01/2009 0:00,38.067
Serbia,1/01/2010 0:00,46.488
Serbia,1/01/2011 0:00,49.499
Serbia,1/01/2012 0:00,62.418
Serbia,1/01/2013 0:00,65.751
Seychelles,1/01/1994 0:00,122.434
Seychelles,1/01/1995 0:00,134.87
Seychelles,1/01/1996 0:00,147.002
Seychelles,1/01/1997 0:00,144.254
Seychelles,1/01/1998 0:00,163.387
Seychelles,1/01/1999 0:00,160.001
Seychelles,1/01/2000 0:00,177.837
Seychelles,1/01/2001 0:00,199.787
Seychelles,1/01/2002 0:00,195.86
Seychelles,1/01/2003 0:00,176.975
Seychelles,1/01/2004 0:00,163.226
Seychelles,1/01/2005 0:00,144.064
Seychelles,1/01/2006 0:00,135.071
Seychelles,1/01/2007 0:00,144.048
Seychelles,1/01/2008 0:00,130.009
Seychelles,1/01/2009 0:00,123.51
Seychelles,1/01/2010 0:00,80.776
Seychelles,1/01/2011 0:00,72.042
Seychelles,1/01/2012 0:00,76.2
Sierra Leone,1/01/2000 0:00,183.693
Sierra Leone,1/01/2001 0:00,180.698
Sierra Leone,1/01/2002 0:00,158.849
Sierra Leone,1/01/2003 0:00,160.373
Sierra Leone,1/01/2004 0:00,151.617
Sierra Leone,1/01/2005 0:00,130.912
Sierra Leone,1/01/2006 0:00,103.11
Sierra Leone,1/01/2007 0:00,42.179
Sierra Leone,1/01/2008 0:00,42.374
Sierra Leone,1/01/2009 0:00,48.05
Sierra Leone,1/01/2010 0:00,46.847
Sierra Leone,1/01/2011 0:00,44.9
Sierra Leone,1/01/2012 0:00,37.069
Singapore,1/01/1994 0:00,68.195
Singapore,1/01/1995 0:00,68.064
Singapore,1/01/1996 0:00,69.556
Singapore,1/01/1997 0:00,68.866
Singapore,1/01/1998 0:00,82.378
Singapore,1/01/1999 0:00,84.917
Singapore,1/01/2000 0:00,81.178
Singapore,1/01/2001 0:00,95.38
Singapore,1/01/2002 0:00,95.514
Singapore,1/01/2003 0:00,98.739
Singapore,1/01/2004 0:00,96.046
Singapore,1/01/2005 0:00,93.428
Singapore,1/01/2006 0:00,86.129
Singapore,1/01/2007 0:00,85.499
Singapore,1/01/2008 0:00,96.342
Singapore,1/01/2009 0:00,100.668
Singapore,1/01/2010 0:00,98.529
Singapore,1/01/2011 0:00,102.214
Singapore,1/01/2012 0:00,107.881
Slovakia,1/01/1997 0:00,33.738
Slovakia,1/01/1998 0:00,34.498
Slovakia,1/01/1999 0:00,47.814
Slovakia,1/01/2000 0:00,50.299
Slovakia,1/01/2001 0:00,48.859
Slovakia,1/01/2002 0:00,42.881
Slovakia,1/01/2003 0:00,41.829
Slovakia,1/01/2004 0:00,42.488
Slovakia,1/01/2005 0:00,34.155
Slovakia,1/01/2006 0:00,30.489
Slovakia,1/01/2007 0:00,29.378
Slovakia,1/01/2008 0:00,27.862
Slovakia,1/01/2009 0:00,35.563
Slovakia,1/01/2010 0:00,40.971
Slovakia,1/01/2011 0:00,43.366
Slovakia,1/01/2012 0:00,52.386
Slovakia,1/01/2013 0:00,54.867
Slovenia,1/01/1995 0:00,17.043
Slovenia,1/01/1996 0:00,20.434
Slovenia,1/01/1997 0:00,21.037
Slovenia,1/01/1998 0:00,21.617
Slovenia,1/01/1999 0:00,22.391
Slovenia,1/01/2000 0:00,29.536
Slovenia,1/01/2001 0:00,29.066
Slovenia,1/01/2002 0:00,28.92
Slovenia,1/01/2003 0:00,27.551
Slovenia,1/01/2004 0:00,27.335
Slovenia,1/01/2005 0:00,26.764
Slovenia,1/01/2006 0:00,26.427
Slovenia,1/01/2007 0:00,23.07
Slovenia,1/01/2008 0:00,21.963
Slovenia,1/01/2009 0:00,35.148
Slovenia,1/01/2010 0:00,38.712
Slovenia,1/01/2011 0:00,46.9
Slovenia,1/01/2012 0:00,54.332
Slovenia,1/01/2013 0:00,73.024
Solomon Islands,1/01/2003 0:00,72.208
Solomon Islands,1/01/2004 0:00,59.428
Solomon Islands,1/01/2005 0:00,54.411
Solomon Islands,1/01/2006 0:00,49.408
Solomon Islands,1/01/2007 0:00,43.179
Solomon Islands,1/01/2008 0:00,35.028
Solomon Islands,1/01/2009 0:00,33.243
Solomon Islands,1/01/2010 0:00,27.816
Solomon Islands,1/01/2011 0:00,21.61
Solomon Islands,1/01/2012 0:00,17.511
South Africa,1/01/2000 0:00,43.317
South Africa,1/01/2001 0:00,43.488
South Africa,1/01/2002 0:00,36.949
South Africa,1/01/2003 0:00,36.909
South Africa,1/01/2004 0:00,35.884
South Africa,1/01/2005 0:00,33.201
South Africa,1/01/2006 0:00,30.968
South Africa,1/01/2007 0:00,28.331
South Africa,1/01/2008 0:00,27.232
South Africa,1/01/2009 0:00,31.579
South Africa,1/01/2010 0:00,35.313
South Africa,1/01/2011 0:00,38.82
South Africa,1/01/2012 0:00,42.091
South Africa,1/01/2013 0:00,45.231
South Sudan,1/01/2012 0:00,4.951
Spain,1/01/1994 0:00,58.638
Spain,1/01/1995 0:00,63.335
Spain,1/01/1996 0:00,67.485
Spain,1/01/1997 0:00,66.159
Spain,1/01/1998 0:00,64.165
Spain,1/01/1999 0:00,62.417
Spain,1/01/2000 0:00,59.379
Spain,1/01/2001 0:00,55.592
Spain,1/01/2002 0:00,52.579
Spain,1/01/2003 0:00,48.786
Spain,1/01/2004 0:00,46.255
Spain,1/01/2005 0:00,43.165
Spain,1/01/2006 0:00,39.679
Spain,1/01/2007 0:00,36.301
Spain,1/01/2008 0:00,40.172
Spain,1/01/2009 0:00,53.977
Spain,1/01/2010 0:00,61.656
Spain,1/01/2011 0:00,70.469
Spain,1/01/2012 0:00,85.949
St Kitts and Nevis,1/01/1996 0:00,49.271
St Kitts and Nevis,1/01/1997 0:00,67.085
St Kitts and Nevis,1/01/1998 0:00,79.699
St Kitts and Nevis,1/01/1999 0:00,89.939
St Kitts and Nevis,1/01/2000 0:00,97.613
St Kitts and Nevis,1/01/2001 0:00,105.805
St Kitts and Nevis,1/01/2002 0:00,120.472
St Kitts and Nevis,1/01/2003 0:00,143.209
St Kitts and Nevis,1/01/2004 0:00,156.01
St Kitts and Nevis,1/01/2005 0:00,159.909
St Kitts and Nevis,1/01/2006 0:00,145.279
St Kitts and Nevis,1/01/2007 0:00,133.961
St Kitts and Nevis,1/01/2008 0:00,130.962
St Kitts and Nevis,1/01/2009 0:00,148.491
St Kitts and Nevis,1/01/2010 0:00,163.863
St Kitts and Nevis,1/01/2011 0:00,153.972
St Kitts and Nevis,1/01/2012 0:00,137.011
St Kitts and Nevis,1/01/2013 0:00,104.868
St Lucia,1/01/1994 0:00,28.307
St Lucia,1/01/1995 0:00,27.581
St Lucia,1/01/1996 0:00,29.217
St Lucia,1/01/1997 0:00,32.472
St Lucia,1/01/1998 0:00,35.133
St Lucia,1/01/1999 0:00,34.6
St Lucia,1/01/2000 0:00,39.237
St Lucia,1/01/2001 0:00,45.966
St Lucia,1/01/2002 0:00,57.928
St Lucia,1/01/2003 0:00,54.615
St Lucia,1/01/2004 0:00,59.195
St Lucia,1/01/2005 0:00,60.968
St Lucia,1/01/2006 0:00,57.241
St Lucia,1/01/2007 0:00,56.481
St Lucia,1/01/2008 0:00,56.289
St Lucia,1/01/2009 0:00,60.161
St Lucia,1/01/2010 0:00,62.855
St Lucia,1/01/2011 0:00,66.223
St Lucia,1/01/2012 0:00,71.689
St Lucia,1/01/2013 0:00,79.814
St Vincent and the Grenadines,1/01/1994 0:00,58.028
St Vincent and the Grenadines,1/01/1995 0:00,51.353
St Vincent and the Grenadines,1/01/1996 0:00,44.328
St Vincent and the Grenadines,1/01/1997 0:00,42.264
St Vincent and the Grenadines,1/01/1998 0:00,42.945
St Vincent and the Grenadines,1/01/1999 0:00,57.835
St Vincent and the Grenadines,1/01/2000 0:00,58.695
St Vincent and the Grenadines,1/01/2001 0:00,56.291
St Vincent and the Grenadines,1/01/2002 0:00,57.289
St Vincent and the Grenadines,1/01/2003 0:00,58.927
St Vincent and the Grenadines,1/01/2004 0:00,64.044
St Vincent and the Grenadines,1/01/2005 0:00,66.579
St Vincent and the Grenadines,1/01/2006 0:00,63.771
St Vincent and the Grenadines,1/01/2007 0:00,55.654
St Vincent and the Grenadines,1/01/2008 0:00,57.315
St Vincent and the Grenadines,1/01/2009 0:00,64.561
St Vincent and the Grenadines,1/01/2010 0:00,66.195
St Vincent and the Grenadines,1/01/2011 0:00,69.239
St Vincent and the Grenadines,1/01/2012 0:00,71.661
St Vincent and the Grenadines,1/01/2013 0:00,76.415
Sudan,1/01/1994 0:00,354.994
Sudan,1/01/1995 0:00,219.552
Sudan,1/01/1996 0:00,202.847
Sudan,1/01/1997 0:00,146.221
Sudan,1/01/1998 0:00,173.545
Sudan,1/01/1999 0:00,164.259
Sudan,1/01/2000 0:00,153.627
Sudan,1/01/2001 0:00,151.254
Sudan,1/01/2002 0:00,148.236
Sudan,1/01/2003 0:00,141.584
Sudan,1/01/2004 0:00,118.126
Sudan,1/01/2005 0:00,94.948
Sudan,1/01/2006 0:00,74.976
Sudan,1/01/2007 0:00,70.709
Sudan,1/01/2008 0:00,68.848
Sudan,1/01/2009 0:00,72.106
Sudan,1/01/2010 0:00,73.104
Sudan,1/01/2011 0:00,70.47
Suriname,1/01/1994 0:00,57.256
Suriname,1/01/1995 0:00,15.854
Suriname,1/01/1996 0:00,12.602
Suriname,1/01/1997 0:00,19.162
Suriname,1/01/1998 0:00,24.272
Suriname,1/01/1999 0:00,38.645
Suriname,1/01/2000 0:00,51.866
Suriname,1/01/2001 0:00,39.831
Suriname,1/01/2002 0:00,40.055
Suriname,1/01/2003 0:00,33.722
Suriname,1/01/2004 0:00,31.43
Suriname,1/01/2005 0:00,28.894
Suriname,1/01/2006 0:00,23.972
Suriname,1/01/2007 0:00,17.377
Suriname,1/01/2008 0:00,15.639
Suriname,1/01/2009 0:00,15.553
Suriname,1/01/2010 0:00,18.473
Suriname,1/01/2011 0:00,20.201
Suriname,1/01/2012 0:00,22.139
Swaziland,1/01/1994 0:00,15.125
Swaziland,1/01/1995 0:00,14.223
Swaziland,1/01/1996 0:00,14.993
Swaziland,1/01/1997 0:00,12.566
Swaziland,1/01/1998 0:00,18.282
Swaziland,1/01/1999 0:00,19.093
Swaziland,1/01/2000 0:00,21.428
Swaziland,1/01/2001 0:00,23.251
Swaziland,1/01/2002 0:00,21.234
Swaziland,1/01/2003 0:00,21.855
Swaziland,1/01/2004 0:00,17.564
Swaziland,1/01/2005 0:00,15.766
Swaziland,1/01/2006 0:00,15.978
Swaziland,1/01/2007 0:00,17.611
Swaziland,1/01/2008 0:00,15.633
Swaziland,1/01/2009 0:00,11.771
Swaziland,1/01/2010 0:00,16.045
Swaziland,1/01/2011 0:00,17.442
Swaziland,1/01/2012 0:00,18.22
Swaziland,1/01/2013 0:00,18.813
Sweden,1/01/1994 0:00,72.424
Sweden,1/01/1995 0:00,72.672
Sweden,1/01/1996 0:00,73.159
Sweden,1/01/1997 0:00,72.088
Sweden,1/01/1998 0:00,69.895
Sweden,1/01/1999 0:00,64.207
Sweden,1/01/2000 0:00,53.896
Sweden,1/01/2001 0:00,54.736
Sweden,1/01/2002 0:00,52.503
Sweden,1/01/2003 0:00,51.731
Sweden,1/01/2004 0:00,50.338
Sweden,1/01/2005 0:00,50.403
Sweden,1/01/2006 0:00,45.266
Sweden,1/01/2007 0:00,40.226
Sweden,1/01/2008 0:00,38.801
Sweden,1/01/2009 0:00,42.56
Sweden,1/01/2010 0:00,39.439
Sweden,1/01/2011 0:00,38.644
Sweden,1/01/2012 0:00,38.255
Switzerland,1/01/1994 0:00,51.73
Switzerland,1/01/1995 0:00,55.05
Switzerland,1/01/1996 0:00,57.019
Switzerland,1/01/1997 0:00,59.144
Switzerland,1/01/1998 0:00,62.721
Switzerland,1/01/1999 0:00,60.104
Switzerland,1/01/2000 0:00,59.854
Switzerland,1/01/2001 0:00,59.455
Switzerland,1/01/2002 0:00,66.303
Switzerland,1/01/2003 0:00,65.812
Switzerland,1/01/2004 0:00,69.986
Switzerland,1/01/2005 0:00,70.139
Switzerland,1/01/2006 0:00,62.357
Switzerland,1/01/2007 0:00,55.59
Switzerland,1/01/2008 0:00,50.414
Switzerland,1/01/2009 0:00,49.71
Switzerland,1/01/2010 0:00,48.535
Switzerland,1/01/2011 0:00,49.081
Syria,1/01/1994 0:00,162.981
Syria,1/01/1995 0:00,152.642
Syria,1/01/1996 0:00,141.479
Syria,1/01/1997 0:00,147.623
Syria,1/01/1998 0:00,151.225
Syria,1/01/1999 0:00,147.698
Syria,1/01/2000 0:00,152.094
Syria,1/01/2001 0:00,144.49
Syria,1/01/2002 0:00,132.427
Syria,1/01/2003 0:00,133.37
Syria,1/01/2004 0:00,113.047
Syria,1/01/2005 0:00,50.71
Syria,1/01/2006 0:00,44.977
Syria,1/01/2007 0:00,42.672
Syria,1/01/2008 0:00,37.338
Syria,1/01/2009 0:00,31.212
Taiwan,1/01/1997 0:00,25.352
Taiwan,1/01/1998 0:00,24.096
Taiwan,1/01/1999 0:00,24.066
Taiwan,1/01/2000 0:00,26.587
Taiwan,1/01/2001 0:00,30.696
Taiwan,1/01/2002 0:00,30.405
Taiwan,1/01/2003 0:00,32.835
Taiwan,1/01/2004 0:00,34.125
Taiwan,1/01/2005 0:00,34.931
Taiwan,1/01/2006 0:00,34.195
Taiwan,1/01/2007 0:00,33.289
Taiwan,1/01/2008 0:00,34.667
Taiwan,1/01/2009 0:00,38.009
Taiwan,1/01/2010 0:00,38.285
Taiwan,1/01/2011 0:00,39.991
Taiwan,1/01/2012 0:00,40.858
Tajikistan,1/01/1998 0:00,96.567
Tajikistan,1/01/1999 0:00,107.807
Tajikistan,1/01/2000 0:00,111.429
Tajikistan,1/01/2001 0:00,103.249
Tajikistan,1/01/2002 0:00,90.663
Tajikistan,1/01/2003 0:00,64.333
Tajikistan,1/01/2004 0:00,43.912
Tajikistan,1/01/2005 0:00,41.796
Tajikistan,1/01/2006 0:00,35.291
Tajikistan,1/01/2007 0:00,34.603
Tajikistan,1/01/2008 0:00,29.955
Tajikistan,1/01/2009 0:00,36.22
Tajikistan,1/01/2010 0:00,36.342
Tajikistan,1/01/2011 0:00,35.43
Tajikistan,1/01/2012 0:00,32.33
Tanzania,1/01/2002 0:00,59.306
Tanzania,1/01/2003 0:00,56.592
Tanzania,1/01/2004 0:00,56.28
Tanzania,1/01/2005 0:00,55.973
Tanzania,1/01/2006 0:00,42.648
Tanzania,1/01/2007 0:00,28.447
Tanzania,1/01/2008 0:00,29.162
Tanzania,1/01/2009 0:00,32.574
Tanzania,1/01/2010 0:00,37.116
Tanzania,1/01/2011 0:00,40.151
Tanzania,1/01/2012 0:00,40.4
Tanzania,1/01/2013 0:00,41.013
Thailand,1/01/1996 0:00,15.193
Thailand,1/01/1997 0:00,40.455
Thailand,1/01/1998 0:00,49.881
Thailand,1/01/1999 0:00,56.585
Thailand,1/01/2000 0:00,57.826
Thailand,1/01/2001 0:00,57.522
Thailand,1/01/2002 0:00,55.052
Thailand,1/01/2003 0:00,50.689
Thailand,1/01/2004 0:00,49.462
Thailand,1/01/2005 0:00,47.361
Thailand,1/01/2006 0:00,41.992
Thailand,1/01/2007 0:00,38.347
Thailand,1/01/2008 0:00,37.267
Thailand,1/01/2009 0:00,45.217
Thailand,1/01/2010 0:00,42.644
Thailand,1/01/2011 0:00,42.072
Thailand,1/01/2012 0:00,45.44
Thailand,1/01/2013 0:00,45.265
Togo,1/01/2001 0:00,108.693
Togo,1/01/2002 0:00,106.34
Togo,1/01/2003 0:00,107.983
Togo,1/01/2004 0:00,98.951
Togo,1/01/2005 0:00,81.73
Togo,1/01/2006 0:00,90.741
Togo,1/01/2007 0:00,107.18
Togo,1/01/2008 0:00,88.48
Togo,1/01/2009 0:00,73.404
Togo,1/01/2010 0:00,47.333
Togo,1/01/2011 0:00,43.969
Togo,1/01/2012 0:00,45.168
Togo,1/01/2013 0:00,43.262
Trinidad and Tobago,1/01/1999 0:00,56.123
Trinidad and Tobago,1/01/2000 0:00,54.855
Trinidad and Tobago,1/01/2001 0:00,56.521
Trinidad and Tobago,1/01/2002 0:00,59.079
Trinidad and Tobago,1/01/2003 0:00,53.208
Trinidad and Tobago,1/01/2004 0:00,45.177
Trinidad and Tobago,1/01/2005 0:00,36.839
Trinidad and Tobago,1/01/2006 0:00,32.575
Trinidad and Tobago,1/01/2007 0:00,26.093
Trinidad and Tobago,1/01/2008 0:00,21.523
Trinidad and Tobago,1/01/2009 0:00,30.591
Trinidad and Tobago,1/01/2010 0:00,35.753
Trinidad and Tobago,1/01/2011 0:00,33.437
Trinidad and Tobago,1/01/2012 0:00,36.86
Trinidad and Tobago,1/01/2013 0:00,30.619
Tunisia,1/01/1994 0:00,67.036
Tunisia,1/01/1995 0:00,68.85
Tunisia,1/01/1996 0:00,70.074
Tunisia,1/01/1997 0:00,69.904
Tunisia,1/01/1998 0:00,61.051
Tunisia,1/01/1999 0:00,64.964
Tunisia,1/01/2000 0:00,65.945
Tunisia,1/01/2001 0:00,67.602
Tunisia,1/01/2002 0:00,67.376
Tunisia,1/01/2003 0:00,66.376
Tunisia,1/01/2004 0:00,53.718
Tunisia,1/01/2005 0:00,52.482
Tunisia,1/01/2006 0:00,48.791
Tunisia,1/01/2007 0:00,45.941
Tunisia,1/01/2008 0:00,43.292
Tunisia,1/01/2009 0:00,42.774
Tunisia,1/01/2010 0:00,40.321
Tunisia,1/01/2011 0:00,44.353
Tunisia,1/01/2012 0:00,44.321
Turkey,1/01/2001 0:00,77.936
Turkey,1/01/2002 0:00,74
Turkey,1/01/2003 0:00,67.698
Turkey,1/01/2004 0:00,59.612
Turkey,1/01/2005 0:00,52.71
Turkey,1/01/2006 0:00,46.524
Turkey,1/01/2007 0:00,39.907
Turkey,1/01/2008 0:00,39.985
Turkey,1/01/2009 0:00,46.073
Turkey,1/01/2010 0:00,42.335
Turkey,1/01/2011 0:00,39.137
Turkey,1/01/2012 0:00,36.178
Turkey,1/01/2013 0:00,35.849
Turkmenistan,1/01/1997 0:00,50.652
Turkmenistan,1/01/1998 0:00,64.41
Turkmenistan,1/01/1999 0:00,52.614
Turkmenistan,1/01/2000 0:00,43.508
Turkmenistan,1/01/2001 0:00,26.899
Turkmenistan,1/01/2002 0:00,19.078
Turkmenistan,1/01/2003 0:00,13.35
Turkmenistan,1/01/2004 0:00,9.008
Turkmenistan,1/01/2005 0:00,5.379
Turkmenistan,1/01/2006 0:00,3.334
Turkmenistan,1/01/2007 0:00,2.416
Turkmenistan,1/01/2008 0:00,2.809
Turkmenistan,1/01/2009 0:00,2.436
Turkmenistan,1/01/2010 0:00,4.114
Turkmenistan,1/01/2011 0:00,10.048
Turkmenistan,1/01/2012 0:00,18.066
Tuvalu,1/01/2006 0:00,67.424
Tuvalu,1/01/2007 0:00,59.14
Tuvalu,1/01/2008 0:00,56.032
Tuvalu,1/01/2009 0:00,45.011
Tuvalu,1/01/2010 0:00,39.697
Tuvalu,1/01/2011 0:00,30.923
Tuvalu,1/01/2012 0:00,29.384
Uganda,1/01/1997 0:00,53.541
Uganda,1/01/1998 0:00,52.545
Uganda,1/01/1999 0:00,57.759
Uganda,1/01/2000 0:00,61.73
Uganda,1/01/2001 0:00,63.454
Uganda,1/01/2002 0:00,69.109
Uganda,1/01/2003 0:00,68.242
Uganda,1/01/2004 0:00,62.398
Uganda,1/01/2005 0:00,52.821
Uganda,1/01/2006 0:00,35.493
Uganda,1/01/2007 0:00,21.941
Uganda,1/01/2008 0:00,21.428
Uganda,1/01/2009 0:00,21.431
Uganda,1/01/2010 0:00,26.841
Uganda,1/01/2011 0:00,29.3
Uganda,1/01/2012 0:00,31.067
Uganda,1/01/2013 0:00,33.916
Ukraine,1/01/1997 0:00,29.88
Ukraine,1/01/1998 0:00,48.129
Ukraine,1/01/1999 0:00,60.976
Ukraine,1/01/2000 0:00,45.287
Ukraine,1/01/2001 0:00,36.549
Ukraine,1/01/2002 0:00,33.537
Ukraine,1/01/2003 0:00,29.359
Ukraine,1/01/2004 0:00,24.746
Ukraine,1/01/2005 0:00,17.702
Ukraine,1/01/2006 0:00,14.803
Ukraine,1/01/2007 0:00,12.313
Ukraine,1/01/2008 0:00,20.549
Ukraine,1/01/2009 0:00,35.38
Ukraine,1/01/2010 0:00,40.505
Ukraine,1/01/2011 0:00,36.817
Ukraine,1/01/2012 0:00,37.429
Ukraine,1/01/2013 0:00,41.025
United Arab Emirates,1/01/1999 0:00,4.815
United Arab Emirates,1/01/2000 0:00,3.093
United Arab Emirates,1/01/2001 0:00,2.69
United Arab Emirates,1/01/2002 0:00,3.595
United Arab Emirates,1/01/2003 0:00,4.404
United Arab Emirates,1/01/2004 0:00,5.64
United Arab Emirates,1/01/2005 0:00,6.632
United Arab Emirates,1/01/2006 0:00,6.846
United Arab Emirates,1/01/2007 0:00,7.853
United Arab Emirates,1/01/2008 0:00,12.531
United Arab Emirates,1/01/2009 0:00,23.965
United Arab Emirates,1/01/2010 0:00,22.13
United Arab Emirates,1/01/2011 0:00,17.548
United Arab Emirates,1/01/2012 0:00,16.575
United Kingdom,1/01/1994 0:00,42.255
United Kingdom,1/01/1995 0:00,45.381
United Kingdom,1/01/1996 0:00,47.357
United Kingdom,1/01/1997 0:00,48.715
United Kingdom,1/01/1998 0:00,45.75
United Kingdom,1/01/1999 0:00,43.044
United Kingdom,1/01/2000 0:00,40.491
United Kingdom,1/01/2001 0:00,37.258
United Kingdom,1/01/2002 0:00,37.121
United Kingdom,1/01/2003 0:00,38.68
United Kingdom,1/01/2004 0:00,40.321
United Kingdom,1/01/2005 0:00,41.694
United Kingdom,1/01/2006 0:00,42.706
United Kingdom,1/01/2007 0:00,43.724
United Kingdom,1/01/2008 0:00,51.89
United Kingdom,1/01/2009 0:00,67.096
United Kingdom,1/01/2010 0:00,78.456
United Kingdom,1/01/2011 0:00,84.319
United Kingdom,1/01/2012 0:00,88.562
United States,1/01/2001 0:00,53.005
United States,1/01/2002 0:00,55.366
United States,1/01/2003 0:00,58.507
United States,1/01/2004 0:00,65.483
United States,1/01/2005 0:00,64.882
United States,1/01/2006 0:00,63.635
United States,1/01/2007 0:00,64.005
United States,1/01/2008 0:00,72.833
United States,1/01/2009 0:00,86.054
United States,1/01/2010 0:00,94.807
United States,1/01/2011 0:00,99.005
United States,1/01/2012 0:00,102.355
United States,1/01/2013 0:00,104.517
Uruguay,1/01/2001 0:00,54.89
Uruguay,1/01/2002 0:00,109.579
Uruguay,1/01/2003 0:00,111.546
Uruguay,1/01/2004 0:00,93.547
Uruguay,1/01/2005 0:00,83.919
Uruguay,1/01/2006 0:00,75.697
Uruguay,1/01/2007 0:00,67.985
Uruguay,1/01/2008 0:00,67.751
Uruguay,1/01/2009 0:00,66.088
Uruguay,1/01/2010 0:00,61.612
Uruguay,1/01/2011 0:00,60.007
Uruguay,1/01/2012 0:00,59.577
Uzbekistan,1/01/1994 0:00,0
Uzbekistan,1/01/1995 0:00,0
Uzbekistan,1/01/1996 0:00,0
Uzbekistan,1/01/1997 0:00,0
Uzbekistan,1/01/1998 0:00,29.38
Uzbekistan,1/01/1999 0:00,29.355
Uzbekistan,1/01/2000 0:00,42.126
Uzbekistan,1/01/2001 0:00,59.375
Uzbekistan,1/01/2002 0:00,54.598
Uzbekistan,1/01/2003 0:00,41.636
Uzbekistan,1/01/2004 0:00,35.121
Uzbekistan,1/01/2005 0:00,28.193
Uzbekistan,1/01/2006 0:00,21.34
Uzbekistan,1/01/2007 0:00,15.786
Uzbekistan,1/01/2008 0:00,12.733
Uzbekistan,1/01/2009 0:00,10.981
Uzbekistan,1/01/2010 0:00,9.961
Uzbekistan,1/01/2011 0:00,9.088
